True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.03355839422270703,0.07239751009959439,0.11814634025482212,0.5996171730470836,0.17628058237579283,3,0.0,0.0,0.0,1.0,0.0,4,0.0,0.0,0.11,0.4,0.49,3,0.01875186081762667,0.040839319098842496,0.09802799602739394,0.6385999675735581,0.2037808564825789,4,0.0,0.0,0.2,0.2,0.6
2,2,0.15730699760401537,0.0843043385339765,0.4094550014863045,0.2518284084966653,0.09710525387903836,4,0.0,0.0,0.0,0.0,1.0,2,0.08,0.04,0.62,0.15,0.11,2,0.12978329655030788,0.060538506526670005,0.45872419674369536,0.20796619715945677,0.1429878030198701,2,0.2,0.0,0.8,0.0,0.0
4,4,0.120463639234292,0.17945510361452613,0.20008077590236772,0.23689562213064932,0.26310485911816484,4,0.0,0.0,0.0,0.0,1.0,1,0.07,0.34,0.08,0.31,0.2,4,0.09256209869339482,0.1528226760588639,0.20645072569948697,0.23167093136447686,0.3164935681837771,1,0.2,0.4,0.0,0.4,0.0
0,0,0.3191533994330443,0.31241240545800547,0.15713282120113842,0.013945928260153792,0.19735544564765806,4,0.0,0.0,0.0,0.0,1.0,4,0.17,0.34,0.13,0.01,0.35,0,0.34940740704632917,0.33051996663316946,0.1416123416722274,0.011255017277820465,0.16720526737045346,1,0.2,0.4,0.0,0.0,0.4
1,1,0.012015790277356837,0.6461056568899697,0.11525197674000359,0.11900731407391689,0.10761926201875321,2,0.0,0.0,1.0,0.0,0.0,1,0.03,0.78,0.03,0.07,0.09,1,0.007343806984292817,0.7890219150223736,0.08123429210696165,0.06487133512127702,0.057528650765095085,1,0.0,1.0,0.0,0.0,0.0
3,3,0.0006178684607586464,0.02427437577547904,0.006150987918652145,0.936425326018155,0.03253144182695532,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.07,0.0,0.84,0.09,3,0.00018354771066967753,0.018400295249255374,0.006262072850554186,0.9578657814284869,0.01728830276103395,3,0.0,0.0,0.0,1.0,0.0
3,3,0.10390518860084114,0.1334179899117989,0.2455636408607267,0.35549620681461735,0.16161697381201592,3,0.0,0.0,0.0,1.0,0.0,3,0.09,0.08,0.08,0.64,0.11,3,0.0776599028473999,0.10911435184492727,0.22799820578087787,0.394490960509458,0.19073657901733718,3,0.0,0.0,0.0,1.0,0.0
1,1,0.011276236149491914,0.37429437427187684,0.13582785107693568,0.15960621781550885,0.3189953206861866,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.48,0.08,0.19,0.25,1,0.009154185326422716,0.3858446334313809,0.1517358978124148,0.1189104188330551,0.33435486459672636,1,0.0,0.6,0.0,0.2,0.2
2,0,0.6091174813171816,0.055751223646251624,0.22665953668586744,0.024491775249341784,0.08397998310135761,2,0.0,0.0,1.0,0.0,0.0,0,0.63,0.0,0.35,0.0,0.02,0,0.5826642556205215,0.0365465276272303,0.2802800694724807,0.016440280096963522,0.08406886718280414,0,0.4,0.0,0.4,0.0,0.2
1,1,0.00446830657589374,0.4092985523090588,0.0544861795192274,0.14610800896610623,0.38563895262971376,4,0.0,0.0,0.0,0.0,1.0,4,0.01,0.34,0.03,0.2,0.42,1,0.0031473974886498486,0.4384342689018019,0.0492456936222506,0.12039482755507483,0.3887778124322229,1,0.0,0.4,0.0,0.2,0.4
