True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.03400382169835168,0.0688917524939295,0.11816708388729374,0.608585989684938,0.17035135223548709,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.02,0.06,0.5,0.42,3,0.02285855615767089,0.050246062782057184,0.1363558678533852,0.5705777254232786,0.2199617877836081,4,0.0,0.0,0.0,0.4,0.6
2,2,0.1563234097796434,0.0793581865151926,0.41375450342583037,0.25542908480093546,0.09513481547839815,3,0.0,0.0,0.0,1.0,0.0,2,0.04,0.04,0.69,0.12,0.11,2,0.12926716413293457,0.06498250412439859,0.40724918467134225,0.24336271239442878,0.1551384346768959,2,0.2,0.0,0.8,0.0,0.0
4,4,0.11811182915982749,0.1824069584629359,0.1947517808379838,0.23372332332906307,0.2710061082101897,4,0.0,0.0,0.0,0.0,1.0,1,0.06,0.33,0.09,0.23,0.29,4,0.0894157488578033,0.1594680902889367,0.2085585533577337,0.22723173883087025,0.31532586866465584,3,0.0,0.4,0.0,0.6,0.0
0,0,0.356072421061862,0.2894441654303804,0.15778112199570524,0.01210942565594037,0.18459286585611215,4,0.0,0.0,0.0,0.0,1.0,1,0.17,0.45,0.14,0.01,0.23,0,0.3939631991431211,0.2800339074349222,0.14796765166545967,0.014823906089928358,0.16321133566656854,1,0.2,0.4,0.0,0.0,0.4
1,1,0.012750087993252536,0.6342041717458735,0.12468066650972469,0.12722483482267688,0.10114023892847251,1,0.0,1.0,0.0,0.0,0.0,1,0.07,0.72,0.06,0.08,0.07,1,0.008534537977745855,0.7456424624937549,0.1024611918309669,0.08445814336564335,0.058903664331889115,1,0.0,1.0,0.0,0.0,0.0
3,3,0.0006065809300649263,0.021680185697466624,0.0062063689833778335,0.9400295394418312,0.0314773249472594,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.04,0.02,0.82,0.12,3,0.0010227246910474246,0.025734801388206555,0.020992483481530304,0.9182831306685522,0.03396685977066336,3,0.0,0.0,0.0,1.0,0.0
3,3,0.11261158373934599,0.13314764311622393,0.2538352834177793,0.33511951214684405,0.1652859775798068,2,0.0,0.0,1.0,0.0,0.0,3,0.09,0.04,0.22,0.45,0.2,3,0.08737538188467346,0.1165121558311048,0.241463488925891,0.3450581313901784,0.2095908419681524,3,0.2,0.0,0.0,0.8,0.0
1,1,0.01215770443454115,0.35898624608137486,0.13794646700304397,0.16174048722649662,0.32916909525454346,1,0.0,1.0,0.0,0.0,0.0,1,0.01,0.36,0.09,0.18,0.36,1,0.010163566036658172,0.34465575748417726,0.17176076232382706,0.13705375793308797,0.3363661562222498,1,0.0,0.6,0.0,0.2,0.2
2,0,0.6073029422869758,0.06032972902815666,0.22110918808577487,0.02548208078466686,0.0857760598144259,2,0.0,0.0,1.0,0.0,0.0,0,0.57,0.0,0.35,0.0,0.08,0,0.570327671372461,0.042344415185932724,0.26710855624830543,0.026386589383192462,0.0938327678101082,0,0.4,0.0,0.4,0.0,0.2
1,1,0.00443432898629133,0.4403937324905814,0.0519720985823174,0.13676094222467516,0.36643889771613475,3,0.0,0.0,0.0,1.0,0.0,1,0.0,0.41,0.01,0.19,0.39,1,0.0037567346461704963,0.47372946201500604,0.06382281148034248,0.12377489028467076,0.3349161015738102,1,0.0,0.4,0.0,0.2,0.4
1,1,0.17102439703153574,0.24278458860682056,0.18970061388773204,0.15812452164156507,0.2383658788323467,4,0.0,0.0,0.0,0.0,1.0,4,0.13,0.32,0.12,0.1,0.33,4,0.13530172597622464,0.24042891904435915,0.2038021865954801,0.15251509375563246,0.2679520746283036,2,0.2,0.2,0.4,0.0,0.2
2,3,0.07423836868940396,0.11781408131900639,0.2206995372736026,0.3754009281584223,0.21184708455956483,3,0.0,0.0,0.0,1.0,0.0,4,0.04,0.03,0.3,0.21,0.42,3,0.054691285837993264,0.08780562333936823,0.22492471877737102,0.34499920329231876,0.287579168752949,2,0.0,0.0,0.4,0.2,0.4
1,1,0.03304475491740508,0.4630639446461107,0.11284735493486506,0.0811189577455923,0.3099249877560269,1,0.0,1.0,0.0,0.0,0.0,4,0.04,0.24,0.06,0.32,0.34,1,0.030505968258829064,0.4314876549671455,0.11072557290155789,0.08249522337142294,0.3447855805010444,3,0.0,0.0,0.0,0.6,0.4
3,3,0.0022414108213654796,0.03747126159908842,0.02135275210403955,0.867570888274061,0.07136368720144548,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.02,0.0,0.92,0.06,3,0.0027664244963709864,0.03484471994996921,0.04853951028397871,0.8431494342192521,0.07069991105042925,3,0.0,0.0,0.0,1.0,0.0
4,1,0.006312007198506922,0.43191788473303905,0.043559655903909054,0.12728524587804527,0.39092520628649974,2,0.0,0.0,1.0,0.0,0.0,4,0.0,0.23,0.03,0.17,0.57,1,0.00504410045336582,0.41891351759036843,0.0523131247687499,0.11747240481046646,0.4062568523770495,4,0.0,0.0,0.0,0.2,0.8
2,3,0.15537998270600276,0.10228707182297792,0.3010888519101538,0.3430367778153387,0.09820731574552684,4,0.0,0.0,0.0,0.0,1.0,3,0.18,0.09,0.26,0.34,0.13,2,0.12605799170576254,0.08886908326176149,0.30855661545810403,0.3363843549858246,0.14013195458854757,2,0.2,0.0,0.4,0.2,0.2
3,3,0.005945653008977411,0.08952907136720364,0.051889781727250346,0.5525354541380983,0.3001000397584702,4,0.0,0.0,0.0,0.0,1.0,3,0.0,0.04,0.03,0.5,0.43,3,0.0048187863359967385,0.057298654728440285,0.0834788714111715,0.4861549782078344,0.36824870931655695,3,0.0,0.0,0.0,0.8,0.2
1,3,0.005787221221489895,0.21530953425217905,0.12715203215757062,0.4007879884804325,0.2509632238883278,2,0.0,0.0,1.0,0.0,0.0,3,0.0,0.22,0.11,0.34,0.33,3,0.00853508517236101,0.2040618987008334,0.18614517059352648,0.34651346240684117,0.2547443831264383,2,0.0,0.0,0.4,0.4,0.2
3,3,0.0006144968317046137,0.026971502885943778,0.007080157407329933,0.9250270283036373,0.040306814571384283,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.03,0.03,0.76,0.18,3,0.0010283377263736394,0.030737397212646664,0.0222264462355996,0.9036951391641457,0.042312679661234955,3,0.0,0.0,0.0,1.0,0.0
1,4,0.00011836439837638331,0.38691099743576335,0.008968601367408211,0.053501262164309143,0.5505007746341428,4,0.0,0.0,0.0,0.0,1.0,4,0.0,0.37,0.06,0.05,0.52,4,0.0004599595413259013,0.42254710664705836,0.02186958830939783,0.0454456111307255,0.5096777343714923,1,0.0,0.6,0.0,0.0,0.4
1,1,0.17530072503327804,0.261888160388068,0.2429154709272355,0.13668728326779475,0.1832083603836237,1,0.0,1.0,0.0,0.0,0.0,1,0.14,0.39,0.26,0.08,0.13,1,0.16276029003898212,0.24321304582070927,0.23200800196936422,0.13765198673261422,0.22436667543833022,1,0.2,0.4,0.0,0.2,0.2
2,0,0.751198171192055,0.015136642720410895,0.2112733604502957,0.005722227206900616,0.016669598430337787,0,1.0,0.0,0.0,0.0,0.0,0,0.69,0.01,0.28,0.01,0.01,0,0.7695647133062727,0.009646476881801381,0.18726396318645488,0.006369645166596375,0.027155201458874633,0,0.8,0.0,0.2,0.0,0.0
2,1,0.08002057540708574,0.3380275765780922,0.23188228749498804,0.12436665871380555,0.22570290180602842,1,0.0,1.0,0.0,0.0,0.0,1,0.01,0.38,0.37,0.11,0.13,1,0.0620353995860135,0.3074900594810132,0.24773322344963816,0.12359273250469931,0.2591485849786361,1,0.0,0.4,0.4,0.0,0.2
1,1,0.08347848280126749,0.31997197759973384,0.2302883149998324,0.20059884037532072,0.16566238422384547,1,0.0,1.0,0.0,0.0,0.0,1,0.07,0.47,0.22,0.08,0.16,1,0.06090878087318135,0.3156052585635274,0.2238337524443584,0.19499048429750962,0.2046617238214231,1,0.0,0.6,0.0,0.2,0.2
0,0,0.6234790768480944,0.0027239923086880154,0.3631279230900301,0.007204053525045865,0.003464954228141554,0,1.0,0.0,0.0,0.0,0.0,0,0.86,0.0,0.11,0.0,0.03,0,0.6049603965464386,0.0018252202374186295,0.37624366843587576,0.005559908291198394,0.011410806489068583,0,1.0,0.0,0.0,0.0,0.0
3,3,0.020519184884675218,0.04735258788771584,0.05965332292404224,0.7571481841081246,0.1153267201954422,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.01,0.99,0.0,3,0.013311469472959239,0.0386237499660062,0.0962931962059418,0.7168108575867261,0.13496072676836687,3,0.0,0.0,0.0,1.0,0.0
1,4,0.0022345611496944638,0.2657334045185244,0.03068577635638595,0.0382331862742098,0.6631130717011853,4,0.0,0.0,0.0,0.0,1.0,4,0.0,0.23,0.26,0.1,0.41,4,0.006277209702995425,0.27429723094628977,0.08451287001547993,0.03645896344340058,0.598453725891835,1,0.0,0.4,0.2,0.0,0.4
1,1,0.02390565820492322,0.6483651978062241,0.14213603049943976,0.052158037867352534,0.13343507562206036,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.49,0.07,0.35,0.09,1,0.017141876923727657,0.6964684094333036,0.12278822496655255,0.046061827359274464,0.11753966131714172,1,0.0,0.6,0.0,0.4,0.0
