True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.011594423401496853,0.05335792748334713,0.0331092242871158,0.7796745148336303,0.12226390999440992,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.01,0.0,0.99,0.0,3,0.006670287661401187,0.035487482640853135,0.04674285372345447,0.7843823721939331,0.12671700378035822,3,0.0,0.0,0.0,1.0,0.0
0,0,0.6315901149839267,0.08298671982022078,0.12202325349431822,0.006959376837805396,0.15644053486372894,2,0.0,0.0,1.0,0.0,0.0,0,0.66,0.02,0.23,0.0,0.09,0,0.6972737739766687,0.048907932204377905,0.14409692183192666,0.007847462024496835,0.10187390996252989,0,0.8,0.0,0.2,0.0,0.0
2,0,0.5480758993091838,0.02440404296944014,0.3307326314422247,0.017087957447464438,0.07969946883168695,0,1.0,0.0,0.0,0.0,0.0,0,0.69,0.02,0.18,0.0,0.11,0,0.48426828884408757,0.016461334984404528,0.40032846581612425,0.01426486977038508,0.0846770405849989,0,0.6,0.0,0.2,0.0,0.2
3,3,0.0920537911537747,0.0564804000937239,0.13308856067292954,0.5542021084245893,0.16417513965498262,3,0.0,0.0,0.0,1.0,0.0,3,0.04,0.0,0.1,0.78,0.08,3,0.0861057473174001,0.047529157296394786,0.1566279410220988,0.5284825733681506,0.1812545809959559,3,0.0,0.0,0.0,1.0,0.0
4,1,0.17025161910327682,0.3383354985203754,0.18280989959962896,0.11272828798193094,0.19587469479478778,2,0.0,0.0,1.0,0.0,0.0,1,0.11,0.33,0.12,0.18,0.26,1,0.18165800848510136,0.4254244110335288,0.15105654249812273,0.07175683206746378,0.17010420591578293,1,0.0,0.4,0.2,0.0,0.4
4,3,0.04516069068025813,0.08445070643498315,0.1188284592680953,0.39950263122379215,0.35205751239287125,4,0.0,0.0,0.0,0.0,1.0,4,0.02,0.05,0.17,0.23,0.53,4,0.037458874896926043,0.05523147174084079,0.12118956950247145,0.39694402470682394,0.3891760591529379,4,0.0,0.0,0.2,0.2,0.6
3,1,0.03077618069266381,0.43120770254183355,0.08794744789137686,0.1854811765757394,0.26458749229838635,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.75,0.02,0.09,0.14,1,0.01651463612042333,0.4801773407731696,0.11317237266832482,0.1475074876819352,0.2426281627561472,1,0.0,0.8,0.0,0.0,0.2
1,1,0.014490195176858213,0.6473065848118225,0.07716010267938792,0.15090956635866193,0.11013355097326953,1,0.0,1.0,0.0,0.0,0.0,1,0.04,0.87,0.02,0.03,0.04,1,0.009017280553174294,0.7490053228343174,0.08284013544894088,0.09371367695486478,0.06542358420870277,1,0.0,1.0,0.0,0.0,0.0
3,3,0.011579379334419406,0.04557835524592833,0.02744763646705708,0.8252362188606261,0.09015841009196901,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0064260914226795494,0.029797030995137266,0.03750108496679279,0.8364070481688826,0.08986874444650761,3,0.0,0.0,0.0,1.0,0.0
1,1,0.02167784706283407,0.5973558736882332,0.05009722215339146,0.059687271709479815,0.2711817853860613,4,0.0,0.0,0.0,0.0,1.0,1,0.0,0.65,0.0,0.05,0.3,1,0.011441885507356576,0.6625139313770486,0.05018206863435392,0.04022654958748761,0.23563556489375315,1,0.0,0.8,0.0,0.0,0.2
