True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.01502408932207079,0.03239539265097842,0.05060579761022823,0.8329060928492055,0.06906862756751704,3,0.0,0.0,0.0,1.0,0.0,3,0.01,0.0,0.0,0.97,0.02,3,0.00454281445004499,0.02099148238284437,0.039276929228752366,0.9127557628909924,0.02243301104736585,3,0.0,0.0,0.0,1.0,0.0
1,2,0.06975716350482233,0.35504364102622354,0.3576817262890247,0.10142662860876239,0.11609084057116696,0,1.0,0.0,0.0,0.0,0.0,2,0.02,0.32,0.48,0.1,0.08,2,0.05494982441794962,0.2998292260354425,0.4391390398026121,0.07869738925304817,0.12738452049094798,2,0.0,0.4,0.6,0.0,0.0
3,1,0.019692825143487715,0.3749560133454046,0.10549359837958787,0.2311053235124088,0.2687522396191109,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.37,0.05,0.23,0.35,4,0.013501480821980301,0.35072812722359775,0.07708690426390923,0.18901934909862694,0.3696641385918859,1,0.0,0.4,0.0,0.2,0.4
1,4,0.04646079899057259,0.25964421741058946,0.1656481644853376,0.16912600928572943,0.35912080982777106,2,0.0,0.0,1.0,0.0,0.0,4,0.01,0.33,0.24,0.07,0.35,4,0.038863904887643796,0.21583193779097667,0.15512179177197488,0.11097435938168841,0.4792080061677163,1,0.0,0.4,0.2,0.2,0.2
1,1,0.1431229346492564,0.30245166293454795,0.2072281729766113,0.13768842092114597,0.20950880851843842,4,0.0,0.0,0.0,0.0,1.0,1,0.07,0.43,0.09,0.16,0.25,1,0.10540722410671739,0.38050973086047135,0.19208753167963208,0.09972411474897053,0.22227139860420878,1,0.0,0.6,0.0,0.0,0.4
1,1,0.0791744171148568,0.5359640467660021,0.19287783525678914,0.07703764382344686,0.11494605703890523,1,0.0,1.0,0.0,0.0,0.0,1,0.04,0.66,0.06,0.06,0.18,1,0.042388556441968726,0.6222174328388513,0.20335144993232274,0.048083172911536305,0.08395938787532088,1,0.0,0.6,0.0,0.0,0.4
3,3,0.018446631641018153,0.03468321769021827,0.026227007216713238,0.7779467696212126,0.14269637383083777,3,0.0,0.0,0.0,1.0,0.0,3,0.02,0.02,0.0,0.84,0.12,3,0.004689860194745617,0.02572121670372638,0.016579927965985584,0.8960257318255398,0.05698326331000289,3,0.0,0.0,0.0,0.8,0.2
1,1,0.049162384497921395,0.41428014817846415,0.16160515651274238,0.11647594410817176,0.25847636670270047,4,0.0,0.0,0.0,0.0,1.0,1,0.0,0.81,0.03,0.08,0.08,1,0.03131864369772263,0.4594851683415619,0.1445684321759927,0.0756118312499126,0.2890159245348103,1,0.0,0.6,0.4,0.0,0.0
4,4,0.0016446944031145935,0.05943829384277188,0.010984597411146156,0.3113020319013299,0.6166303824416375,4,0.0,0.0,0.0,0.0,1.0,4,0.01,0.0,0.01,0.24,0.74,4,0.0012389956571003857,0.030120241528245363,0.013964768830627068,0.25608310697069264,0.6985928870133347,4,0.0,0.0,0.0,0.0,1.0
2,0,0.5308756892924836,0.2607886864355874,0.15206225622911942,0.002038046034813858,0.054235322007995704,0,1.0,0.0,0.0,0.0,0.0,0,0.38,0.19,0.22,0.0,0.21,0,0.6006287464052072,0.1938509488864958,0.16197026493359862,0.0017028066433922523,0.04184723313130608,0,0.6,0.4,0.0,0.0,0.0
1,3,0.0021610405421211556,0.2740363711430084,0.04009307350007303,0.5034565003675187,0.18025301444727868,1,0.0,1.0,0.0,0.0,0.0,4,0.0,0.23,0.02,0.33,0.42,3,0.001184321519275314,0.2900378242346885,0.03020388339118416,0.5653068435530002,0.11326712730185148,3,0.0,0.2,0.0,0.6,0.2
0,1,0.03763566770281403,0.3473212136746527,0.18168604267834126,0.25129871656535446,0.18205835937883758,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.83,0.02,0.12,0.03,1,0.021712027332965043,0.39854719921230614,0.17998929821664503,0.22170726938209845,0.17804420585598507,1,0.0,0.8,0.0,0.2,0.0
1,1,0.003299557856928787,0.7099763977795837,0.03683707136960646,0.10112443358701603,0.14876253940686504,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.87,0.0,0.1,0.03,1,0.0012044809993063431,0.8391610561600062,0.02220183662652021,0.04647139504425807,0.09096123116990915,1,0.0,0.8,0.0,0.2,0.0
