True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.02455230644284642,0.04038061528435763,0.06813336008395171,0.7894962832569615,0.07743743493188267,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.01,0.01,0.93,0.05,3,0.018696722894057567,0.02374434842193546,0.07878551398473409,0.7971642798400046,0.08160913485926882,3,0.0,0.0,0.0,0.8,0.2
1,4,0.047433360234481574,0.2827406135917342,0.3048340745140532,0.054772296644248604,0.31021965501548243,2,0.0,0.0,1.0,0.0,0.0,4,0.01,0.17,0.18,0.13,0.51,2,0.027821103106156896,0.22761099964522727,0.34138256257742744,0.045517018434437215,0.3576683162367513,4,0.0,0.4,0.0,0.0,0.6
0,2,0.37260420368095887,4.368883169866338e-06,0.626690590156679,0.0006837283238564751,1.7108955335688642e-05,0,1.0,0.0,0.0,0.0,0.0,2,0.34,0.0,0.65,0.0,0.01,2,0.3880675663731496,2.370845062622055e-05,0.6115956644971988,0.00020765293589305404,0.00010540774313246114,2,0.2,0.0,0.8,0.0,0.0
2,2,0.0934130810323842,0.18058718444698466,0.2558753396095199,0.21757047574727964,0.25255391916383163,2,0.0,0.0,1.0,0.0,0.0,2,0.01,0.14,0.56,0.16,0.13,2,0.07561464353432132,0.13729886180182746,0.26424137683124815,0.22142074953197172,0.3014243683006317,1,0.0,0.4,0.2,0.2,0.2
2,3,0.1884702025745517,0.09456611438210229,0.2826364984151157,0.3488489142077901,0.08547827042044022,3,0.0,0.0,0.0,1.0,0.0,2,0.14,0.07,0.4,0.31,0.08,2,0.17280791028243211,0.07673317012970438,0.30142033675431684,0.33674668534750707,0.11229189748603989,3,0.2,0.0,0.2,0.6,0.0
4,4,0.040723951127834994,0.1187170225988581,0.07222094833922667,0.2575542494323893,0.5107838285016909,1,0.0,1.0,0.0,0.0,0.0,4,0.05,0.1,0.03,0.23,0.59,4,0.036342240331272126,0.07725242815963139,0.08497474668934979,0.21135675263562298,0.5900738321841237,3,0.0,0.2,0.0,0.4,0.4
0,2,0.3738566489724376,1.0533276094291e-05,0.624173578715859,0.001893439414087149,6.579962152201866e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.19,0.0,0.81,0.0,0.0,2,0.3559219990951057,5.398192846921828e-05,0.6431606633404916,0.0005786719935005761,0.000284683642432759,2,0.2,0.0,0.8,0.0,0.0
4,2,0.25852616976789966,0.12350519333388099,0.4024721120735233,0.10497980965956918,0.11051671516512697,3,0.0,0.0,0.0,1.0,0.0,2,0.09,0.1,0.68,0.05,0.08,2,0.24228902912524167,0.11489950013270588,0.38449051621530705,0.10852178746212535,0.14979916706461985,2,0.0,0.2,0.6,0.0,0.2
2,2,0.3081473773988735,0.1290778044389248,0.36395256271999393,0.06586102766677596,0.13296122777543185,1,0.0,1.0,0.0,0.0,0.0,2,0.1,0.07,0.67,0.05,0.11,2,0.3001382800131307,0.10958808705045052,0.36087037383644216,0.06265735039661569,0.16674590870336126,2,0.2,0.0,0.6,0.0,0.2
3,3,0.011621454748131255,0.0530006304460052,0.038463164847803356,0.7937733240636003,0.10314142589445983,4,0.0,0.0,0.0,0.0,1.0,3,0.0,0.01,0.01,0.8,0.18,3,0.007945714866123397,0.025860572199055423,0.046972138724312947,0.8036598814332755,0.1155616927772333,3,0.0,0.0,0.0,1.0,0.0
2,0,0.5571064230575072,8.148315982657906e-05,0.4410177226459623,0.0015289624038966978,0.000265408732807168,2,0.0,0.0,1.0,0.0,0.0,2,0.37,0.0,0.63,0.0,0.0,0,0.5180066479871648,0.00024201085777415807,0.480232287532624,0.0006793001148093968,0.0008397535076281131,2,0.2,0.0,0.8,0.0,0.0
0,0,0.6625993937674375,0.012116623783454501,0.3020958008188033,0.006435384727466557,0.01675279690283833,2,0.0,0.0,1.0,0.0,0.0,0,0.56,0.0,0.4,0.01,0.03,0,0.6869862696629279,0.013498741004037348,0.26889437951842565,0.005611329142698847,0.02500928067191015,0,0.6,0.0,0.4,0.0,0.0
4,4,0.006636720715033083,0.16328206312245577,0.018623085461341445,0.03759682081867482,0.773861309882495,3,0.0,0.0,0.0,1.0,0.0,4,0.0,0.08,0.04,0.23,0.65,4,0.005022442549538716,0.10273669265339926,0.029464024508458062,0.01736036512716323,0.8454164751614406,1,0.0,0.4,0.0,0.2,0.4
3,1,0.07133066385977722,0.4407036770964509,0.21935219733995007,0.045468928237010056,0.22314453346681185,2,0.0,0.0,1.0,0.0,0.0,1,0.02,0.36,0.27,0.12,0.23,1,0.047739146410508866,0.395540698686806,0.25477570086331225,0.04147089310342933,0.2604735609359436,2,0.0,0.2,0.4,0.2,0.2
1,1,0.07570361809579734,0.35144708986675854,0.2506961858796435,0.17459730892135072,0.1475557972364498,3,0.0,0.0,0.0,1.0,0.0,1,0.12,0.62,0.1,0.1,0.06,1,0.04758296666484452,0.3560664458943897,0.2631647372534619,0.16162455424641084,0.17156129594089328,1,0.2,0.6,0.2,0.0,0.0
0,2,0.46613632100530866,0.000893155574893728,0.5056536806664682,0.024315496492575667,0.003001346260753762,0,1.0,0.0,0.0,0.0,0.0,2,0.41,0.0,0.57,0.0,0.02,2,0.3898127763328362,0.0018077847849779973,0.5909121388417595,0.01132600918179588,0.006141290858630497,2,0.4,0.0,0.6,0.0,0.0
1,4,0.00019453694653025287,0.3540811028009267,0.029079258711995955,0.08366891036343012,0.532976191177117,3,0.0,0.0,0.0,1.0,0.0,4,0.0,0.31,0.12,0.18,0.39,4,0.0012393630977019653,0.3928706217264029,0.05611312022567763,0.06928096165481061,0.48049593329540674,4,0.0,0.2,0.2,0.2,0.4
0,2,0.4295008334558703,0.005132738796468266,0.5366240706377318,0.01788703544630437,0.010855321663625411,0,1.0,0.0,0.0,0.0,0.0,0,0.74,0.0,0.22,0.0,0.04,2,0.3995709999915623,0.006498833944655954,0.5600212224478699,0.013238236627027717,0.020670706988883993,0,0.8,0.0,0.0,0.0,0.2
2,2,0.28800039524841287,0.02690659877875416,0.5153229464522995,0.11421475319459218,0.055555306325941245,2,0.0,0.0,1.0,0.0,0.0,2,0.19,0.03,0.61,0.03,0.14,2,0.25423835053363447,0.025818855935689094,0.5539986221915718,0.08405691519235725,0.08188725614674787,2,0.2,0.0,0.8,0.0,0.0
2,0,0.5458450625776772,0.025680915234898037,0.3063355624606931,0.031369141336777796,0.0907693183899538,2,0.0,0.0,1.0,0.0,0.0,0,0.53,0.0,0.3,0.0,0.17,0,0.4664935667105138,0.026251900010513536,0.3790193883379474,0.02758341622008281,0.10065172872094252,0,0.4,0.0,0.4,0.0,0.2
4,4,0.004540222797562054,0.207071227906029,0.0533960097898124,0.2605479751577729,0.4744445643488237,4,0.0,0.0,0.0,0.0,1.0,4,0.0,0.1,0.02,0.18,0.7,4,0.004683081278532259,0.14698559147963594,0.0743562492297948,0.20430398488552778,0.5696710931265094,4,0.0,0.0,0.0,0.2,0.8
1,1,0.14249524777423697,0.4748399032808363,0.09334006230137551,0.03263377060546918,0.2566910160380821,1,0.0,1.0,0.0,0.0,0.0,1,0.17,0.62,0.11,0.02,0.08,1,0.12299251501900996,0.4681378628137424,0.1239747599151522,0.0251494616090199,0.25974540064307594,0,0.4,0.4,0.2,0.0,0.0
