True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.009833730963889616,0.03533261830478521,0.03478606233463043,0.8426884977256062,0.07735909067108854,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.01,0.02,0.95,0.02,3,0.0038079875476779395,0.027405440379736776,0.03505520607624542,0.9012188633121889,0.03251250268415153,3,0.0,0.0,0.0,1.0,0.0
1,2,0.07510515741120176,0.3404894062770309,0.38771513979333955,0.08734084048324502,0.10934945603518272,1,0.0,1.0,0.0,0.0,0.0,1,0.01,0.42,0.34,0.16,0.07,2,0.06194504786914064,0.2756165121807023,0.4817771495666896,0.06478262131024878,0.11587866907321874,2,0.0,0.4,0.6,0.0,0.0
3,1,0.02369795861231675,0.37108544716963815,0.12438166512114808,0.22880220405365703,0.25203272504323987,3,0.0,0.0,0.0,1.0,0.0,1,0.01,0.37,0.07,0.22,0.33,1,0.01516259190588249,0.3409234400765631,0.10704543655910574,0.20817735880645247,0.3286911726519963,1,0.0,0.4,0.0,0.2,0.4
1,4,0.044749557660265116,0.2882929367169992,0.16566714545193348,0.15238878341919304,0.3489015767516092,1,0.0,1.0,0.0,0.0,0.0,4,0.02,0.37,0.15,0.05,0.41,4,0.033408593142296605,0.24534439152182105,0.16019946992485623,0.11327246803469633,0.4477750773763299,1,0.0,0.4,0.2,0.2,0.2
1,1,0.12361521601342534,0.3436830823526986,0.18849085905583524,0.14602301395536435,0.19818782862267634,2,0.0,0.0,1.0,0.0,0.0,1,0.07,0.43,0.04,0.17,0.29,1,0.08541191953236117,0.43160967032352526,0.16877639415578302,0.10667869056337809,0.20752332542495236,1,0.2,0.4,0.0,0.0,0.4
1,1,0.06665113738347737,0.5946668167230215,0.1721863706482104,0.06744304289835555,0.09905263234693523,1,0.0,1.0,0.0,0.0,0.0,1,0.06,0.52,0.11,0.1,0.21,1,0.03502603565308472,0.6850965346980487,0.16607538134095023,0.04290078521872557,0.07090126308919091,4,0.0,0.4,0.0,0.0,0.6
3,3,0.009577202722833493,0.029798351253261184,0.016805209724763515,0.8147285753588657,0.12909066094027608,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.02,0.0,0.91,0.07,3,0.002765305842223005,0.021291833906075384,0.013698771082132459,0.8999399787482686,0.06230411042130016,3,0.0,0.0,0.0,0.8,0.2
1,1,0.055954190883522104,0.42408372059717386,0.17723981087758447,0.10970661987291354,0.23301565776880603,1,0.0,1.0,0.0,0.0,0.0,1,0.01,0.75,0.03,0.16,0.05,1,0.0362063765290953,0.46054926912073985,0.17108397305420925,0.07983408458583839,0.25232629671011764,1,0.0,0.4,0.4,0.2,0.0
4,4,0.0012877013777881168,0.057429398629882736,0.00966032987607626,0.33113045516951534,0.6004921149467376,4,0.0,0.0,0.0,0.0,1.0,4,0.0,0.01,0.0,0.22,0.77,4,0.0011633760510785637,0.030656987461161703,0.01640483797575844,0.27099654211071866,0.6807782564012825,4,0.0,0.0,0.0,0.0,1.0
2,0,0.5941606723644051,0.21508001762988316,0.1418991349334652,0.0014848388113885948,0.047375336260857964,0,1.0,0.0,0.0,0.0,0.0,0,0.55,0.22,0.15,0.01,0.07,0,0.6573660479767672,0.1371164344689946,0.16543394174961112,0.0019875194598415052,0.038096056344785516,0,0.8,0.2,0.0,0.0,0.0
