True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.026632500358530348,0.0400462106951916,0.0728524490077299,0.7767369994589195,0.08373184047962881,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.01,0.0,0.94,0.05,3,0.019101412494557928,0.02531738329699082,0.08922730370492267,0.7799213375263513,0.08643256297717726,3,0.0,0.0,0.0,0.8,0.2
1,1,0.04648644039737609,0.31434073660125866,0.26956429441537977,0.05685923668296153,0.3127492919030239,2,0.0,0.0,1.0,0.0,0.0,4,0.0,0.23,0.17,0.08,0.52,4,0.027210425745431893,0.23233025699256613,0.3121617191775216,0.049273082692976165,0.37902451539150417,4,0.0,0.2,0.0,0.0,0.8
0,2,0.3499303781906751,5.175551493532326e-06,0.6491945078449314,0.000847531376546125,2.2407036353863646e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.31,0.0,0.69,0.0,0.0,2,0.3261650463112591,9.990459534642373e-06,0.6726023469332304,0.00040319585853860096,0.0008194204374370917,2,0.2,0.0,0.8,0.0,0.0
2,2,0.10196015789751796,0.18958979840215467,0.2581298416363102,0.21203938925408025,0.238280812809937,2,0.0,0.0,1.0,0.0,0.0,2,0.01,0.11,0.57,0.1,0.21,2,0.08057412700859763,0.14865369599575878,0.27366601716557604,0.21493543544447322,0.2821707243855943,1,0.0,0.4,0.2,0.2,0.2
2,3,0.17855672605337397,0.09198676744913166,0.2820655900310653,0.3556580018255392,0.09173291464088994,3,0.0,0.0,0.0,1.0,0.0,3,0.08,0.09,0.39,0.4,0.04,2,0.15373555211897136,0.06940768083110017,0.3072863435089834,0.34446580471561555,0.12510461882532956,3,0.0,0.0,0.2,0.8,0.0
4,4,0.041315764015697566,0.11995094509159247,0.06506717891355936,0.2638068143570053,0.5098592976221452,4,0.0,0.0,0.0,0.0,1.0,4,0.04,0.11,0.02,0.22,0.61,4,0.037340569979203854,0.08244133787880709,0.09483821026910398,0.22643317972915686,0.5589467021437282,4,0.0,0.0,0.0,0.4,0.6
0,2,0.38316986814275794,1.1430446413904502e-05,0.6146041328934929,0.002140008743391839,7.455977394345825e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.22,0.0,0.78,0.0,0.0,2,0.30905501286705406,1.3582495419097112e-05,0.688257542812898,0.0010743896065715628,0.0015994722180574926,2,0.2,0.0,0.8,0.0,0.0
4,2,0.23738943647608557,0.1302939968630086,0.4029099946414121,0.11170104829655456,0.11770552372293937,2,0.0,0.0,1.0,0.0,0.0,2,0.07,0.08,0.69,0.12,0.04,2,0.2107315473240858,0.1077731008162136,0.3938149704113523,0.11609566763621677,0.1715847138121314,1,0.0,0.4,0.4,0.0,0.2
2,2,0.3039082440295009,0.13060658861056385,0.36473279627023003,0.06457984626829086,0.13617252482141443,2,0.0,0.0,1.0,0.0,0.0,2,0.12,0.02,0.62,0.1,0.14,2,0.28723670718604755,0.09683338696254727,0.3742801699803413,0.06162301146843908,0.180026724402625,2,0.2,0.0,0.4,0.0,0.4
3,3,0.014204481294053186,0.04608358838186364,0.044958938935693166,0.7963979063698177,0.09835508501857229,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.89,0.11,3,0.009613895376281491,0.02733499178697121,0.06147847381393632,0.7919945962435785,0.10957804277923255,3,0.0,0.0,0.0,0.8,0.2
