True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
3,3,0.0074200304,0.0103029,0.007709955,0.9515042,0.023062976
0,0,0.80932117,0.011125577,0.15938598,0.0114168115,0.008750372
2,0,0.7565487,0.009954593,0.21109463,0.012153672,0.010248489
3,3,0.008819422,0.0076441704,0.007755224,0.9680085,0.007772635
4,4,0.0077876295,0.015311443,0.015346895,0.009008828,0.95254517
4,4,0.009169916,0.013675597,0.011048452,0.044749014,0.921357
3,3,0.01580897,0.13266301,0.022214632,0.8055713,0.023742085
1,1,0.0063172653,0.95184857,0.011927538,0.013370372,0.016536254
3,3,0.007942536,0.0081973085,0.0067399032,0.9686127,0.008507606
1,1,0.007824394,0.954784,0.011869035,0.014953325,0.010569201
0,0,0.5116227,0.014839023,0.45149118,0.013542769,0.008504278
1,1,0.01419353,0.9248339,0.04104296,0.010353313,0.00957629
2,2,0.47397527,0.012356863,0.48013243,0.013347803,0.020187657
4,4,0.038260743,0.38648936,0.035967957,0.014412543,0.5248694
2,0,0.56002116,0.0168121,0.39080024,0.016829403,0.01553708
0,0,0.53871083,0.09712858,0.331948,0.021109782,0.0111027965
1,1,0.035796113,0.85398793,0.08248386,0.013615689,0.01411643
0,0,0.7201483,0.010428262,0.24965684,0.009971282,0.009795268
1,1,0.009697248,0.9566119,0.015959084,0.00836219,0.00936951
2,0,0.66506064,0.014640463,0.29109684,0.01570335,0.013498705
1,1,0.00972302,0.9596341,0.01077375,0.009646301,0.010222835
3,3,0.010674164,0.009028823,0.0089265285,0.96080446,0.010566028
2,4,0.0156083945,0.01199333,0.028633744,0.016290696,0.9274739
0,0,0.7973846,0.012639107,0.16894893,0.010368878,0.010658427
1,1,0.0059722927,0.95474833,0.009607996,0.010747826,0.018923493
0,0,0.50229806,0.012714101,0.4614065,0.012431017,0.0111503145
4,4,0.017430613,0.045217868,0.041071717,0.0064607975,0.889819
3,3,0.009343912,0.006832349,0.009188767,0.96665233,0.007982624
3,3,0.007697532,0.011265741,0.0062514306,0.96677077,0.008014547
2,0,0.6123052,0.010397327,0.355972,0.011275208,0.010050273
0,0,0.5721053,0.01778312,0.39162883,0.009436191,0.009046587
0,0,0.6640388,0.024142258,0.28159684,0.015219777,0.015002304
3,4,0.011534886,0.027297126,0.015457547,0.2077571,0.73795336
0,0,0.8205884,0.00965802,0.14985226,0.010702035,0.0091992915
2,2,0.28937924,0.016540792,0.6486578,0.021711174,0.023711015
1,2,0.14618072,0.14138345,0.6760904,0.013201106,0.023144288
4,4,0.0132301785,0.31373498,0.022689186,0.020044517,0.6303012
4,4,0.007981638,0.009054893,0.010509962,0.014032721,0.9584207
0,0,0.7154719,0.01413301,0.243023,0.01409643,0.013275706
4,4,0.013513751,0.0158199,0.019841159,0.010056863,0.9407683
2,4,0.008593203,0.011370625,0.020806884,0.011377241,0.94785213
0,0,0.6418656,0.012984714,0.32136172,0.013534577,0.010253414
4,4,0.007850686,0.0112222005,0.012793019,0.012496629,0.9556375
4,4,0.008892424,0.069837384,0.035696212,0.010015166,0.8755588
4,4,0.009378128,0.021483377,0.02023024,0.018166779,0.9307414
0,0,0.8062678,0.010917556,0.1599037,0.012321206,0.010589698
1,1,0.0070325495,0.9594854,0.008983615,0.014197073,0.0103014
4,4,0.00931529,0.012017443,0.012112615,0.01888277,0.94767183
4,4,0.010229071,0.015049187,0.014635262,0.009868308,0.9502182
3,3,0.011860447,0.013375326,0.018901696,0.9386222,0.01724042
3,3,0.0119291805,0.013414564,0.02732762,0.9308783,0.01645031
2,2,0.34992155,0.037328098,0.58382535,0.0141582815,0.014766809
1,1,0.006171802,0.92977226,0.011263079,0.008872621,0.043920238
3,3,0.0078078466,0.0075753834,0.0061740354,0.9703378,0.0081050275
4,4,0.0072118877,0.0115205925,0.012953932,0.013822621,0.9544911
0,1,0.009687933,0.95548296,0.014055522,0.01099266,0.009780962
0,0,0.61674255,0.010897022,0.343614,0.014539756,0.014206645
4,4,0.027014567,0.40061477,0.07344561,0.017762745,0.4811623
1,1,0.016821062,0.9417292,0.021474166,0.00985402,0.010121603
3,3,0.0064104176,0.012650598,0.0065309787,0.96390855,0.010499441
2,2,0.42383862,0.009322134,0.54320276,0.011608044,0.012028434
1,1,0.006776421,0.8171964,0.014163124,0.018798431,0.14306563
2,0,0.6632193,0.017584419,0.28699526,0.016553266,0.015647843
1,1,0.00677515,0.9625199,0.0084010055,0.010682595,0.011621283
4,1,0.091979496,0.60167146,0.110596806,0.015386927,0.18036532
3,3,0.008166557,0.008440795,0.010048721,0.96495473,0.008389262
2,0,0.771923,0.011630334,0.19396248,0.012019501,0.010464741
1,1,0.013690085,0.94211257,0.020143507,0.010408642,0.013645142
2,2,0.14990737,0.023662878,0.8005786,0.010397156,0.015454021
3,3,0.010172593,0.008863443,0.00827445,0.9582808,0.014408668
2,2,0.27460933,0.016361784,0.47785828,0.18100403,0.050166626
2,2,0.35283324,0.011936087,0.60476315,0.013495731,0.01697177
3,3,0.008203921,0.016450122,0.007662635,0.9580249,0.009658357
1,4,0.014609616,0.37326223,0.022678455,0.018533811,0.5709159
0,0,0.80944604,0.011432133,0.15658928,0.011627655,0.010904863
