True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
1,1,0.04605151,0.84057826,0.048650514,0.018996624,0.04572307
3,3,0.011812108,0.015701044,0.013400645,0.9409736,0.018112648
3,3,0.01462892,0.01825647,0.01476307,0.9344378,0.017913772
1,4,0.014062501,0.12017779,0.02495961,0.093684815,0.7471153
0,0,0.52571917,0.026106954,0.4164014,0.01635429,0.0154182045
0,0,0.58450377,0.024088167,0.3577154,0.016253358,0.017439356
3,3,0.014859253,0.027146285,0.015576983,0.92078125,0.021636287
4,4,0.018731069,0.08863179,0.022106165,0.024270892,0.8462601
1,1,0.023168929,0.72652674,0.04680139,0.026894128,0.17660882
0,0,0.5422727,0.03632713,0.3952305,0.011987988,0.014181732
4,0,0.4902142,0.07529641,0.34170672,0.031797037,0.06098563
2,0,0.534849,0.026492372,0.4083847,0.015203467,0.015070441
0,0,0.6116728,0.021872772,0.3325387,0.016503295,0.017412374
1,4,0.015316782,0.13745654,0.02691074,0.022506792,0.7978092
4,4,0.012661238,0.03431691,0.02282624,0.027160875,0.9030347
4,1,0.021900533,0.8472151,0.025520414,0.026459482,0.078904465
2,0,0.47830388,0.029382061,0.4492453,0.021460734,0.021607997
1,1,0.026364034,0.7671185,0.040559784,0.025074134,0.14088352
2,0,0.5761259,0.025495443,0.36193657,0.01729145,0.019150639
1,1,0.044449065,0.5340183,0.04853619,0.08269291,0.29030356
4,4,0.026982892,0.08438253,0.05554129,0.041199423,0.7918939
2,2,0.35483631,0.09025407,0.51696795,0.01816432,0.019777315
4,4,0.015601744,0.037722137,0.021458501,0.026202299,0.89901525
0,0,0.5388968,0.020343276,0.40229076,0.020126922,0.018342223
2,3,0.039407328,0.123913415,0.042147003,0.7401586,0.05437364
0,0,0.58940434,0.02019041,0.3541669,0.020242004,0.015996384
2,0,0.49331346,0.030455425,0.43862748,0.018681439,0.018922204
3,3,0.014824155,0.02360803,0.019743439,0.9130498,0.02877455
2,2,0.41151145,0.046686005,0.49177134,0.024386654,0.025644535
0,0,0.55579734,0.021818185,0.3869187,0.018985113,0.016480723
4,4,0.017623907,0.047703527,0.024864744,0.020052658,0.88975513
3,3,0.012720388,0.017492102,0.015204382,0.9369445,0.017638758
3,3,0.011869101,0.02061622,0.0178063,0.9080763,0.04163206
3,3,0.012655085,0.02543702,0.014736268,0.9275551,0.019616563
3,4,0.022775145,0.091992654,0.032213993,0.03659369,0.8164245
2,0,0.48393703,0.022086263,0.45823324,0.019990874,0.015752627
3,3,0.013557759,0.018257225,0.014641872,0.9353378,0.018205235
3,3,0.012278549,0.02471837,0.017791657,0.91900057,0.026210917
3,3,0.0120525565,0.016658815,0.014297771,0.9378675,0.019123366
1,1,0.025085824,0.88904405,0.028251346,0.021912545,0.035706233
3,3,0.012736163,0.016521478,0.01453779,0.9409458,0.015258788
2,4,0.026093196,0.056866106,0.041603208,0.020296378,0.85514104
2,0,0.4718029,0.020837368,0.47101703,0.018300788,0.01804196
4,1,0.018361468,0.66400766,0.024734054,0.030428614,0.26246816
1,1,0.04220145,0.8416361,0.0479447,0.031034887,0.03718282
0,0,0.53427416,0.060760815,0.3632611,0.019574309,0.022129614
1,1,0.018594135,0.5497297,0.032531735,0.03662046,0.362524
3,3,0.024240883,0.024842525,0.025491385,0.90138936,0.024035903
2,4,0.021087172,0.045647096,0.037547633,0.024023302,0.87169486
0,0,0.5826898,0.03335216,0.346861,0.017824965,0.019272009
4,4,0.014087275,0.027590707,0.022105075,0.025193961,0.911023
1,1,0.20874214,0.32026163,0.23068966,0.026254734,0.2140518
0,1,0.23190708,0.4934499,0.18668328,0.024918385,0.06304134
3,3,0.011606493,0.019356528,0.015786553,0.9364197,0.016830675
0,0,0.48928645,0.025650417,0.44823977,0.01922771,0.017595593
1,1,0.038211662,0.86883354,0.036689755,0.01966867,0.036596376
2,1,0.22165278,0.34934682,0.29244474,0.027021134,0.10953447
0,0,0.52058834,0.0281638,0.41921404,0.017201677,0.014832186
0,0,0.55160534,0.046743758,0.3699664,0.015323477,0.016361037
1,1,0.034617707,0.8690218,0.046916805,0.016990606,0.032453086
1,1,0.021376032,0.8854671,0.028030083,0.022681119,0.04244568
2,0,0.5421555,0.02227319,0.4012967,0.016556527,0.017718198
0,0,0.552947,0.024822181,0.39518446,0.013473033,0.01357336
4,4,0.016774718,0.03908709,0.025851065,0.020529063,0.897758
2,0,0.52574885,0.021458725,0.42094502,0.015867082,0.015980309
1,1,0.05127044,0.7842462,0.07909034,0.028223481,0.05716946
4,2,0.3001947,0.12378068,0.41299552,0.062325217,0.100703895
4,4,0.16202866,0.2992591,0.15582813,0.044620965,0.3382631
0,0,0.5333288,0.023663385,0.41213256,0.015390168,0.015485087
4,3,0.015691571,0.055009026,0.032114536,0.8070611,0.09012381
2,0,0.5186761,0.023722004,0.42367485,0.017842041,0.016085034
1,1,0.03944722,0.60650426,0.056111105,0.04312329,0.25481412
4,4,0.01488197,0.036180854,0.020957781,0.022078125,0.9059013
3,3,0.010935847,0.050774973,0.018346917,0.8878487,0.032093655
4,4,0.019714363,0.05243487,0.028327955,0.021199351,0.87832344
