True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
1,1,0.02264554,0.93096125,0.022093186,0.009316714,0.0149833355
3,3,0.007603602,0.010110459,0.012259492,0.9577797,0.012246801
3,3,0.0077138287,0.011261515,0.010605469,0.95920813,0.011211039
1,4,0.010935077,0.057572026,0.016031703,0.20906642,0.7063948
0,0,0.6534976,0.014007519,0.31374902,0.008825689,0.009920164
0,0,0.6712735,0.015700942,0.28957567,0.011179471,0.012270311
3,3,0.005709317,0.0110698845,0.0091315415,0.9588317,0.015257563
4,4,0.010431926,0.025574192,0.010690735,0.014946657,0.9383564
1,1,0.017646048,0.7544285,0.042629298,0.027490696,0.15780552
0,0,0.6195299,0.015268102,0.348543,0.008480014,0.008179018
4,2,0.3684473,0.024518088,0.53938687,0.028932456,0.038715262
2,0,0.6445214,0.013129155,0.32292688,0.009644964,0.009777497
0,0,0.7448094,0.016010297,0.21890822,0.010058106,0.010214004
1,4,0.009171332,0.06880773,0.016755568,0.019830927,0.88543445
4,4,0.011191324,0.011133297,0.012740954,0.027733963,0.93720037
4,1,0.009036558,0.92235285,0.010180744,0.013945326,0.044484533
2,2,0.37506986,0.012338756,0.58319217,0.012806302,0.016592912
1,1,0.008146706,0.9346585,0.013538124,0.009347949,0.03430876
2,0,0.66918254,0.014412917,0.29533452,0.010509703,0.010560329
1,1,0.026152084,0.5225132,0.031925652,0.089153476,0.3302556
4,4,0.012176253,0.01514566,0.014306211,0.023651687,0.9347203
2,2,0.460135,0.048098266,0.46512002,0.011493015,0.015153751
4,4,0.0103578,0.013847043,0.010586625,0.017830055,0.94737846
0,0,0.5329226,0.009709555,0.43098134,0.013386434,0.013000109
2,3,0.013063619,0.050641317,0.029954255,0.8768576,0.029483248
0,0,0.5715888,0.01111204,0.39459905,0.011715974,0.0109841265
2,0,0.5163557,0.015041236,0.44307896,0.0119696455,0.01355449
3,3,0.0070302263,0.012165094,0.011708482,0.9556928,0.013403439
2,2,0.21255267,0.019223923,0.72044975,0.02815387,0.019619742
0,0,0.5708816,0.012065197,0.3867436,0.016019028,0.014290584
4,4,0.010959916,0.014534463,0.014349331,0.012475175,0.9476811
3,3,0.006662688,0.008891203,0.01018423,0.9634519,0.010809976
3,3,0.0065959287,0.012192054,0.011322735,0.9153787,0.054510638
3,3,0.0058187796,0.010463741,0.009258299,0.9628092,0.011650008
3,4,0.010414617,0.021790631,0.019376628,0.017050717,0.9313674
2,2,0.41838947,0.013243877,0.53893363,0.017067565,0.012365433
3,3,0.007270786,0.0099237515,0.01087958,0.96100503,0.010920928
3,3,0.0073449053,0.0131102335,0.014721687,0.94989973,0.014923469
3,3,0.0067693833,0.0090209525,0.009560664,0.9625869,0.012062169
1,1,0.0104720555,0.9527094,0.012617551,0.010788736,0.013412292
3,3,0.0068331794,0.008448504,0.01024761,0.9642442,0.010226595
2,4,0.011015498,0.0173146,0.023054196,0.017821865,0.9307938
2,2,0.23119713,0.010507339,0.7326985,0.01231495,0.013282065
4,1,0.008927148,0.8124173,0.016850475,0.019684548,0.1421204
1,1,0.011052185,0.95069396,0.015416481,0.010294521,0.012542831
0,0,0.5525467,0.09741316,0.31800982,0.014440392,0.017589966
1,1,0.008531142,0.8463545,0.0260145,0.026030947,0.09306886
3,3,0.011049203,0.011482709,0.020053992,0.94517267,0.012241497
2,4,0.012468892,0.01159927,0.020142319,0.019351317,0.9364382
0,0,0.6544456,0.024324091,0.29828012,0.012253815,0.010696472
4,4,0.012003592,0.011130167,0.012787686,0.015755555,0.94832295
1,2,0.23330286,0.18098518,0.4717073,0.017264001,0.09674071
0,0,0.40695763,0.2890053,0.26565343,0.013233254,0.025150398
3,3,0.0070864772,0.011574205,0.011942345,0.95987725,0.009519719
0,2,0.43310645,0.009894439,0.5285179,0.013983311,0.014497862
1,1,0.020366415,0.9418191,0.01569783,0.009940265,0.012176414
2,2,0.24347994,0.20558159,0.4125475,0.04841745,0.0899735
0,0,0.6889403,0.014057108,0.2782361,0.008797465,0.009968995
0,0,0.70653504,0.022629503,0.25294784,0.008030648,0.009857013
1,1,0.015083471,0.9443389,0.020447463,0.008092613,0.012037531
1,1,0.008123741,0.9557197,0.011168589,0.010191295,0.014796639
2,0,0.61068565,0.015800247,0.34303662,0.013165717,0.017311811
0,0,0.63660294,0.010883921,0.335159,0.008444443,0.008909707
4,4,0.013383926,0.019490309,0.015605034,0.015833216,0.93568754
2,0,0.56735194,0.013049044,0.3971925,0.01067842,0.011728168
1,1,0.02595695,0.89295244,0.034566186,0.014455782,0.03206868
4,2,0.116269074,0.07024405,0.69250417,0.052410427,0.06857221
4,4,0.15993875,0.14610018,0.23722441,0.062095337,0.39464128
0,0,0.5884183,0.013181925,0.38046056,0.0072977254,0.010641454
4,3,0.0071547525,0.019609328,0.015158424,0.9355366,0.022540836
2,2,0.4771555,0.011626092,0.48843583,0.010365224,0.012417292
1,1,0.022937905,0.5993375,0.054477017,0.06231701,0.26093063
4,4,0.011236177,0.013727121,0.013124056,0.015709499,0.9462031
3,3,0.005860429,0.018394575,0.015134186,0.93523103,0.02537981
4,4,0.01684413,0.023778476,0.034754194,0.020391228,0.90423197
