True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
3,3,0.009611495,0.0073400484,0.012253142,0.95390445,0.016890889
1,2,0.28747323,0.12104802,0.5496932,0.008638731,0.033146776
0,0,0.61127245,0.012565309,0.35526976,0.011010997,0.009881471
2,2,0.16121262,0.037783887,0.74971175,0.025706502,0.025585255
2,0,0.4933513,0.059971657,0.3081081,0.059808534,0.07876047
4,4,0.012122602,0.013031454,0.012700708,0.023343591,0.9388017
0,0,0.6254342,0.013261681,0.3365144,0.013607719,0.011182021
4,4,0.01682049,0.054742265,0.023296978,0.018740607,0.8863996
2,0,0.4850798,0.018001892,0.4759019,0.0106939245,0.010322508
3,3,0.012769594,0.009915432,0.01514836,0.9453782,0.016788522
2,0,0.6774818,0.014723244,0.28417277,0.011666995,0.011955253
0,0,0.6554596,0.014349283,0.30689174,0.0125607615,0.010738685
4,4,0.009910376,0.03135185,0.011271552,0.01895885,0.92850745
3,2,0.27756804,0.040104482,0.40429732,0.25235,0.025680155
1,1,0.020754378,0.9311798,0.0186192,0.009168638,0.020278022
0,0,0.6104429,0.014802315,0.3522255,0.012333072,0.010196315
1,1,0.023657413,0.92752904,0.015782788,0.011989491,0.021041285
0,0,0.5546663,0.016872589,0.40780374,0.009984911,0.010672463
2,2,0.42136192,0.016826887,0.5346429,0.015190439,0.011977865
2,0,0.6424759,0.016332177,0.3165196,0.012968483,0.011703798
4,4,0.014164349,0.019333115,0.014244851,0.022401048,0.9298568
1,1,0.014665879,0.94333476,0.013599223,0.007864092,0.020536069
4,4,0.010471467,0.030344011,0.010432116,0.018990649,0.92976177
4,1,0.01474756,0.7036736,0.017006619,0.016636759,0.24793541
2,0,0.56180674,0.039034385,0.37709945,0.011722661,0.010336755
1,2,0.3050709,0.32512078,0.33496076,0.011358489,0.023489043
4,4,0.020663261,0.034843534,0.023240102,0.108735844,0.8125173
0,0,0.53099555,0.01533727,0.4339743,0.009404399,0.010288474
1,1,0.023450414,0.92748606,0.02536643,0.007737469,0.015959598
1,1,0.018561926,0.9395175,0.016054343,0.009565943,0.016300283
4,4,0.010748735,0.022348098,0.017131988,0.020598067,0.92917305
3,3,0.008134534,0.007258359,0.010602254,0.96004665,0.013958315
1,2,0.3689807,0.13727365,0.43576506,0.018708171,0.039272368
1,1,0.01274079,0.86068517,0.02003507,0.01724373,0.08929523
4,4,0.028665086,0.0416616,0.02142833,0.06810807,0.8401368
3,3,0.011710535,0.035713613,0.016445003,0.90046245,0.035668444
2,4,0.031405017,0.082974166,0.0893203,0.024154354,0.77214617
0,0,0.501294,0.01428931,0.4627513,0.011033533,0.010631869
3,3,0.008999771,0.007861007,0.011542492,0.9569925,0.014604261
2,0,0.50044596,0.015093607,0.46190092,0.010902891,0.011656663
2,0,0.7560324,0.015951658,0.19689786,0.014786102,0.01633199
3,3,0.007863923,0.0079553155,0.010906909,0.9576872,0.01558674
4,4,0.02841689,0.06666822,0.054431166,0.07959303,0.7708908
4,4,0.011815392,0.018651891,0.01663796,0.022845194,0.93004954
0,0,0.6011781,0.028584786,0.34897617,0.009703295,0.011557671
3,3,0.008719788,0.023141345,0.021927131,0.9053447,0.040867027
1,1,0.014523397,0.949086,0.013357684,0.0070842532,0.015948603
3,3,0.009695532,0.0123188,0.012655046,0.94783133,0.017499298
2,0,0.5542373,0.014543029,0.412216,0.009685041,0.009318554
0,0,0.6525694,0.013043691,0.3078599,0.01511971,0.011407307
1,1,0.012520607,0.9108984,0.018214153,0.012404182,0.04596267
1,1,0.020633861,0.9412147,0.018092038,0.0073607396,0.0126987
0,2,0.4385182,0.012297758,0.52933013,0.011245706,0.0086082015
0,0,0.7062598,0.018143049,0.24495056,0.016225656,0.01442084
0,0,0.70480835,0.016396688,0.25573564,0.011419337,0.011639945
2,0,0.5234444,0.028914306,0.42264277,0.014121712,0.01087685
3,3,0.0074599143,0.009015868,0.0105240345,0.9456748,0.027325403
2,0,0.40901643,0.25283763,0.3184014,0.008353783,0.011390784
1,2,0.27768305,0.03571117,0.6684874,0.007722913,0.010395418
4,4,0.011925293,0.01537989,0.010754638,0.03148998,0.9304502
4,1,0.022375757,0.8636921,0.04569076,0.02169822,0.046543155
2,1,0.034377884,0.73653656,0.100268856,0.01634647,0.11247026
0,0,0.64230895,0.014665092,0.32265514,0.010363498,0.010007328
0,0,0.6516222,0.019727848,0.29618907,0.012730248,0.01973068
4,4,0.010104212,0.014740198,0.0099719,0.028177962,0.9370057
2,2,0.25428215,0.027389139,0.6911309,0.014702187,0.012495575
3,3,0.009374547,0.0076010446,0.011287395,0.9553852,0.016351784
3,3,0.008553763,0.0061901473,0.016456509,0.9518464,0.016953098
4,4,0.012666441,0.014325826,0.013648306,0.03870208,0.92065734
3,3,0.009004274,0.00790996,0.011806726,0.9567188,0.014560295
1,1,0.012608159,0.94721544,0.012428217,0.008728612,0.01901965
1,4,0.015520991,0.067688994,0.023781996,0.3641865,0.5288215
3,4,0.009938808,0.036913075,0.015448456,0.037104372,0.90059537
3,3,0.008698958,0.007971344,0.009883766,0.95867306,0.014772865
0,0,0.6517751,0.013867366,0.31079766,0.012922981,0.010636837
