True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
3,3,0.005223122,0.010578855,0.0076693106,0.956922,0.01960662
0,0,0.8549571,0.012402705,0.11535494,0.008622331,0.00866303
2,0,0.8654759,0.011496312,0.10615881,0.007427069,0.009441842
3,3,0.0073128324,0.0077174404,0.008070618,0.9679147,0.008984329
4,4,0.0069473158,0.009198043,0.011280248,0.008332492,0.96424186
4,4,0.007683767,0.0086677065,0.013178696,0.095957816,0.874512
3,3,0.010618335,0.09171763,0.014723271,0.87082213,0.012118589
1,1,0.0058242795,0.96299565,0.013373371,0.011489054,0.0063175396
3,3,0.006585003,0.0072511886,0.0065379124,0.97054815,0.009077736
1,1,0.009911922,0.9415867,0.028616112,0.015490805,0.004394472
0,0,0.68220085,0.0153907165,0.28291315,0.010432657,0.009062584
1,1,0.013302033,0.9351427,0.035179913,0.010689987,0.00568526
2,2,0.25508684,0.011772521,0.6988978,0.0107142795,0.02352852
4,4,0.041619487,0.35466897,0.13316694,0.021032505,0.44951212
2,0,0.63070256,0.016906265,0.32657906,0.012223824,0.013588267
0,0,0.62164676,0.13117273,0.22426365,0.013555558,0.009361402
1,1,0.05249113,0.74605453,0.16741002,0.027836787,0.0062075113
0,0,0.8821773,0.011947576,0.09022307,0.0067748814,0.008877187
1,1,0.0070377453,0.9622156,0.015960196,0.007786342,0.0070001897
2,0,0.86104935,0.013690993,0.107679784,0.0072443443,0.010335549
1,1,0.0081468625,0.9668419,0.01000176,0.010090963,0.004918538
3,3,0.0097578615,0.009134403,0.00857067,0.96219194,0.010345026
2,4,0.012402464,0.005999464,0.054623716,0.015395334,0.911579
0,0,0.8876146,0.011757547,0.08340748,0.007322733,0.009897539
1,1,0.005529397,0.9508711,0.016978,0.01022373,0.016397709
0,0,0.6133311,0.012918565,0.35505512,0.007924852,0.0107703125
4,4,0.00870409,0.016353635,0.015760943,0.0068128677,0.95236844
3,3,0.0070416,0.0073385276,0.008910931,0.96750945,0.009199508
3,3,0.0058326614,0.011844071,0.006595982,0.96691215,0.008815172
2,0,0.6517829,0.012588002,0.31523433,0.008514531,0.011880251
0,0,0.798956,0.024372399,0.1606275,0.0073299604,0.008714121
0,0,0.87705266,0.018600523,0.08736021,0.006668587,0.010318056
3,3,0.012609256,0.032992993,0.03580144,0.5555961,0.36300018
0,0,0.8808828,0.008016361,0.094027475,0.0066755433,0.010397951
2,2,0.04835028,0.025667414,0.9000008,0.011615407,0.014366002
1,2,0.14941245,0.11710258,0.71031433,0.008373819,0.014796805
4,4,0.022237964,0.41990742,0.04428322,0.030596526,0.48297483
4,4,0.0073855463,0.004897891,0.010167911,0.010439591,0.96710914
0,0,0.7223195,0.015911153,0.2435312,0.008254769,0.009983444
4,4,0.007813157,0.005498333,0.01205461,0.0073932786,0.96724075
2,4,0.006722154,0.0045875544,0.015009543,0.008969037,0.96471167
0,0,0.81833494,0.0101533625,0.15511899,0.0072544124,0.00913827
4,4,0.007934179,0.00647016,0.00974364,0.0091360295,0.96671593
4,4,0.011398134,0.04522139,0.03965001,0.015217996,0.8885125
4,4,0.008058569,0.01124411,0.019684242,0.009928961,0.9510841
0,0,0.8614123,0.010572428,0.11055216,0.00816306,0.009300055
1,1,0.005886977,0.9666218,0.009948718,0.011448972,0.0060935644
4,4,0.009562954,0.006766205,0.01854234,0.015037639,0.9500909
4,4,0.008152871,0.006512976,0.011749207,0.008631069,0.96495396
3,3,0.00751299,0.012278996,0.013789922,0.9554469,0.010971111
3,3,0.007891014,0.012292873,0.013396633,0.95437217,0.01204728
2,2,0.1988392,0.041669358,0.7406628,0.011135538,0.0076931403
1,1,0.0072137048,0.9289713,0.02129485,0.011519248,0.03100092
3,3,0.0062956107,0.008050489,0.00682142,0.97026306,0.008569418
4,4,0.0054468405,0.004988558,0.015980424,0.010295297,0.9632889
0,1,0.008840657,0.9542138,0.019504346,0.012424523,0.005016752
0,0,0.5758002,0.009991198,0.39294752,0.009374269,0.011886769
4,1,0.029927911,0.5976034,0.06288168,0.029480651,0.28010637
1,1,0.010352997,0.9579141,0.020372322,0.006873339,0.004487209
3,3,0.0049296594,0.014234873,0.007692349,0.9608242,0.012318855
2,2,0.22755729,0.010102659,0.7412911,0.009014068,0.0120349005
1,1,0.012070204,0.74340004,0.029662544,0.022316363,0.19255085
2,0,0.79993236,0.010095273,0.1707534,0.0080772,0.011141827
1,1,0.0061111194,0.96934086,0.008494771,0.009960148,0.0060931984
4,1,0.070452064,0.38701355,0.17800845,0.015530004,0.34899592
3,3,0.0069081765,0.009103864,0.009651079,0.9649303,0.009406663
2,0,0.78560245,0.0090971105,0.18622935,0.007850452,0.011220583
1,1,0.023487471,0.879031,0.06342826,0.019273028,0.014780158
2,2,0.032370716,0.02507984,0.9167515,0.014233645,0.011564315
3,3,0.0061990228,0.0075068795,0.0065245815,0.9704249,0.0093446905
2,2,0.10149008,0.013296514,0.52969307,0.31514078,0.040379547
2,2,0.28528765,0.017873505,0.671491,0.0120659685,0.013281911
3,3,0.0061113215,0.019618401,0.0069893496,0.9577141,0.009566934
1,4,0.021641873,0.25962913,0.046982877,0.020722538,0.65102357
0,0,0.8757597,0.012927666,0.093569,0.007340836,0.010402775
