True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
3,3,0.004775745,0.011056934,0.0060955263,0.9647087,0.013363121
0,0,0.7787043,0.009656373,0.19174308,0.0090209665,0.010875352
2,0,0.81233484,0.008269729,0.15930279,0.010753439,0.009339254
3,3,0.007456062,0.0069029937,0.009852016,0.96373844,0.012050466
4,4,0.053129673,0.08186983,0.033654455,0.008319808,0.82302624
4,4,0.022560416,0.053541496,0.024896676,0.12699653,0.77200484
3,3,0.0075947936,0.013812628,0.008638122,0.9613473,0.00860722
1,1,0.009946465,0.92695117,0.017445106,0.023963004,0.021694228
3,3,0.0067391745,0.0079247365,0.00666954,0.96985966,0.008807001
1,1,0.0070768073,0.9573478,0.008396903,0.013074708,0.014103721
0,0,0.7311566,0.007885219,0.2424766,0.009670813,0.008810806
1,2,0.40557668,0.08563406,0.4782132,0.014576223,0.015999822
2,2,0.47492296,0.01005488,0.4948538,0.010365509,0.009802857
4,1,0.013813972,0.5154028,0.011513963,0.009595749,0.4496735
2,0,0.62727,0.007995217,0.34677786,0.00732898,0.010627918
0,0,0.41041872,0.11255435,0.37531498,0.026213696,0.07549824
1,0,0.69793016,0.018039366,0.25315157,0.011307563,0.01957133
0,0,0.88271403,0.01568124,0.07148536,0.012205064,0.01791426
1,1,0.011632543,0.90505993,0.012730198,0.00992839,0.060648944
2,2,0.47506586,0.011277144,0.49065816,0.011248366,0.011750516
1,1,0.014442043,0.9468235,0.010078802,0.009365229,0.019290445
3,3,0.008389787,0.009706408,0.009112128,0.9616096,0.011182116
2,4,0.015695784,0.014047516,0.03704418,0.02117127,0.91204125
0,0,0.8319864,0.00991634,0.1281537,0.009226928,0.020716595
1,0,0.59457505,0.012371906,0.3719057,0.008647308,0.0124999685
0,0,0.5004362,0.013091729,0.46745288,0.0071855243,0.01183366
4,4,0.06827878,0.046032898,0.016823472,0.011235945,0.8576289
3,3,0.006851406,0.00691415,0.007671117,0.96715087,0.011412516
3,3,0.014958303,0.060344912,0.01918364,0.83004975,0.0754634
2,2,0.3819257,0.0070850234,0.58988,0.010857381,0.0102518825
0,0,0.7761212,0.010267413,0.19598186,0.009297826,0.0083317505
0,0,0.76197934,0.012522354,0.20666438,0.008559382,0.010274549
3,3,0.0055540656,0.0096207885,0.007657059,0.96782494,0.00934321
0,0,0.8237094,0.009409739,0.14428,0.009469813,0.013131043
2,2,0.10867082,0.01358864,0.8169284,0.014905384,0.045906756
1,1,0.03169067,0.8871477,0.053522073,0.012032586,0.015606907
4,4,0.02707404,0.27388006,0.03295279,0.025871214,0.6402219
4,4,0.009952363,0.013255568,0.010876875,0.025929997,0.9399853
0,0,0.66197,0.009557428,0.3058321,0.010533136,0.012107372
4,4,0.012469899,0.11222546,0.010962936,0.012474502,0.8518672
2,4,0.022851449,0.016489683,0.07845069,0.021674601,0.8605336
0,0,0.79207236,0.016832355,0.17395356,0.009176352,0.007965291
4,4,0.01297643,0.029924134,0.015086229,0.016165877,0.9258474
4,4,0.057142407,0.22798721,0.1409136,0.029620279,0.5443365
4,4,0.013728387,0.059074346,0.013776474,0.02578232,0.8876385
0,0,0.5054955,0.0067258296,0.46890855,0.009792816,0.00907726
1,1,0.0063510523,0.95528316,0.008364248,0.015587922,0.014413578
4,4,0.28438792,0.030416435,0.15526381,0.025751268,0.5041806
4,4,0.014159067,0.023073638,0.013617498,0.01680343,0.9323464
3,3,0.008273058,0.0099075185,0.012614328,0.96032053,0.008884609
3,3,0.0065969103,0.0088744005,0.009269654,0.96283275,0.012426279
2,2,0.35306114,0.17379947,0.396915,0.023937663,0.052286685
1,1,0.011905912,0.77986073,0.020043992,0.018076466,0.17011286
3,3,0.0075555528,0.009292549,0.0074190167,0.96760476,0.008128134
4,4,0.022641724,0.017182965,0.018147297,0.017515507,0.92451257
0,1,0.024560336,0.93497646,0.0142629435,0.011308518,0.014891774
0,0,0.8593832,0.009743238,0.111835435,0.0090067815,0.0100312615
4,4,0.026591886,0.15032463,0.04564912,0.04807751,0.7293569
1,1,0.025671711,0.93038315,0.01952094,0.011916538,0.012507698
3,3,0.006290974,0.012002947,0.007928414,0.9639931,0.009784624
2,0,0.75743234,0.015119895,0.20728783,0.010997073,0.009162868
1,1,0.009571707,0.90029424,0.01792573,0.012865318,0.059343
2,2,0.36339864,0.010998167,0.5995526,0.012256115,0.013794523
1,1,0.008973214,0.9498995,0.010065204,0.007963464,0.02309854
4,4,0.02100518,0.26023325,0.025848716,0.010499422,0.68241346
3,3,0.0060347077,0.007015106,0.008471239,0.9690471,0.009431704
2,0,0.81362367,0.010119039,0.15574928,0.009777582,0.010730414
1,1,0.0893907,0.6263659,0.15077613,0.027565017,0.105902225
2,1,0.016471269,0.93865764,0.021837506,0.013337643,0.009695896
3,3,0.0048231753,0.008181956,0.0063868756,0.9630435,0.017564436
2,4,0.07494205,0.033844594,0.37580904,0.0763002,0.4391042
2,2,0.46652374,0.008837659,0.5038979,0.010367607,0.010373098
3,3,0.004468272,0.0118436795,0.006378072,0.9650626,0.012247371
1,1,0.015109182,0.855758,0.016542561,0.016290084,0.096300185
0,0,0.520003,0.010176345,0.44855103,0.0137470765,0.007522546
