True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
3,3,0.011703632,0.0073972438,0.012403834,0.94639313,0.02210219
1,1,0.014560169,0.6998035,0.032378618,0.018069154,0.23518853
0,0,0.7580645,0.009936817,0.2109937,0.009678563,0.01132641
2,2,0.13849322,0.035801172,0.7802234,0.014283123,0.031198973
2,2,0.36965373,0.024092743,0.49200243,0.017468536,0.096782655
4,4,0.010561689,0.011937179,0.010030322,0.022922223,0.9445486
0,2,0.15960667,0.008794426,0.7900429,0.017793812,0.0237622
4,4,0.065682136,0.02682831,0.34275135,0.022644408,0.5420938
2,0,0.6691701,0.039035063,0.26036575,0.008704365,0.022724688
3,3,0.009264604,0.009155721,0.011579265,0.95607,0.013930317
2,0,0.64625514,0.0083950665,0.3234586,0.010241353,0.011649839
0,0,0.7150425,0.009268651,0.25773156,0.008377647,0.009579698
4,4,0.017246751,0.3706481,0.01816163,0.019211266,0.5747323
3,3,0.01733538,0.013098628,0.03808608,0.91411036,0.017369568
1,1,0.010751746,0.9473035,0.017347738,0.011264112,0.013332875
0,0,0.5687948,0.00940183,0.40284607,0.008135616,0.010821713
1,1,0.008680479,0.94441706,0.013336228,0.00726673,0.026299551
0,2,0.3882417,0.018325489,0.5728141,0.0075605046,0.013058143
2,2,0.07922697,0.014846942,0.84647304,0.037280966,0.022172054
2,0,0.7222161,0.0129358405,0.24647237,0.008529683,0.00984595
4,4,0.0107858665,0.03271822,0.010098716,0.012980521,0.9334168
1,1,0.021285273,0.92989945,0.024093242,0.005459943,0.019262157
4,4,0.011841584,0.029901847,0.011813852,0.02298219,0.9234605
4,1,0.011021989,0.7748957,0.020231362,0.014995343,0.17885557
2,2,0.3350101,0.020003088,0.6238711,0.010594056,0.010521672
1,1,0.024477255,0.89192975,0.04848526,0.0072721927,0.02783555
4,4,0.010394806,0.047433116,0.01873749,0.126903,0.7965317
0,0,0.82823867,0.011276243,0.13909899,0.008997263,0.012388878
1,1,0.017294789,0.9441556,0.021093596,0.0062661427,0.011189927
1,1,0.009923753,0.9498159,0.014470371,0.012872738,0.012917163
4,4,0.012545431,0.029312762,0.033676274,0.022001171,0.9024642
3,3,0.0073744087,0.007879959,0.0074016927,0.9635739,0.013770058
1,2,0.26855317,0.03290109,0.64950615,0.0066624773,0.04237707
1,1,0.00884316,0.921181,0.028734205,0.01251181,0.028729806
4,4,0.010442799,0.020756887,0.011362778,0.050256994,0.90718055
3,3,0.008734226,0.00936887,0.008995754,0.9541501,0.018751066
2,4,0.04947942,0.03426083,0.41393393,0.019288562,0.48303723
0,0,0.53969246,0.0097229155,0.4222473,0.011353964,0.016983416
3,3,0.008741862,0.008806689,0.008674309,0.96008617,0.013690932
2,2,0.18606934,0.015861867,0.7455946,0.015486715,0.03698742
2,0,0.6238934,0.016462786,0.33338857,0.007692441,0.018562771
3,3,0.006973405,0.008112643,0.008337402,0.96396494,0.012611597
4,4,0.026803887,0.21741512,0.059974138,0.041491713,0.6543151
4,4,0.012634161,0.035062425,0.029620282,0.029040111,0.893643
0,0,0.79588336,0.020833101,0.16386928,0.0061279354,0.013286358
3,2,0.030356616,0.12432385,0.37258887,0.27936843,0.19336222
1,1,0.010266494,0.9549405,0.013428013,0.008714797,0.012650115
3,3,0.02289467,0.39093572,0.043887842,0.45333564,0.08894616
2,2,0.33901444,0.044562392,0.4901214,0.031966794,0.09433499
0,0,0.8512067,0.024970181,0.10308657,0.008176237,0.012560258
1,2,0.32592276,0.02214032,0.6344122,0.008379518,0.009145133
1,1,0.1371733,0.7744145,0.059590623,0.009299481,0.019522112
0,2,0.14963304,0.009543409,0.8146614,0.011699956,0.014462193
0,0,0.48096088,0.015069287,0.47842833,0.010010462,0.015531014
0,2,0.10686327,0.008599641,0.85062796,0.015623791,0.018285356
2,0,0.79527736,0.012237338,0.17426853,0.008535567,0.00968128
3,3,0.0076222806,0.0098509025,0.007393837,0.9080804,0.067052566
2,0,0.50514615,0.27042156,0.18888685,0.008505793,0.027039645
1,1,0.010687156,0.9395576,0.031347673,0.007002297,0.011405304
4,4,0.04290863,0.030293202,0.017378183,0.020151077,0.8892688
4,2,0.07208344,0.253629,0.55780447,0.06358646,0.05289664
2,2,0.056888543,0.16297336,0.40408283,0.027262446,0.34879276
0,0,0.6153703,0.012133195,0.35010123,0.007867441,0.014527881
0,0,0.7909632,0.010917643,0.17927246,0.007293865,0.011552883
4,4,0.007560767,0.020654896,0.009207004,0.014089463,0.94848776
2,2,0.086317524,0.022254746,0.8428888,0.022307869,0.026231011
3,3,0.008415969,0.0068744705,0.0069756852,0.9593096,0.018424248
3,3,0.015266425,0.010094056,0.025530918,0.92761314,0.021495381
4,4,0.012402391,0.017494496,0.024366625,0.029964687,0.9157718
3,3,0.0078090187,0.009088087,0.010123876,0.9618783,0.011100733
1,1,0.0076127336,0.9578227,0.013876061,0.00855964,0.012128954
1,3,0.012280305,0.05096284,0.02316782,0.54055196,0.37303707
3,3,0.009157617,0.010747664,0.012424861,0.92632324,0.041346565
3,3,0.007016577,0.007545218,0.007599238,0.96524376,0.012595251
0,0,0.8184782,0.011463174,0.14876701,0.009041805,0.012249881
