True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
3,3,0.010758203,0.008391116,0.011742536,0.94223636,0.02687177
1,1,0.021007199,0.81717634,0.042398103,0.030004624,0.08941373
3,1,0.019428786,0.3570949,0.17932563,0.12459824,0.3195524
1,4,0.056030516,0.037062827,0.20384292,0.05992399,0.6431397
1,1,0.10325074,0.7984814,0.054230675,0.012165672,0.03187142
1,1,0.024517965,0.9188805,0.025917336,0.010942223,0.019742008
3,3,0.011202941,0.0087339375,0.010993866,0.9446309,0.024438363
1,1,0.020315427,0.9182425,0.035366893,0.009082478,0.016992737
4,4,0.013520695,0.017263284,0.014285195,0.036012363,0.91891855
2,0,0.5005266,0.021262264,0.44087073,0.013536691,0.0238038
1,1,0.03199216,0.36868066,0.06457364,0.20095767,0.33379588
0,1,0.015119455,0.8042442,0.02931526,0.01952606,0.131795
1,1,0.011530871,0.9032525,0.020691633,0.01494591,0.049579162
2,0,0.59741545,0.016575782,0.36029837,0.0128102545,0.012900207
4,4,0.02146491,0.09283138,0.03476458,0.023473613,0.82746553
4,4,0.10004894,0.04827582,0.059178565,0.024807528,0.7676891
4,4,0.011096864,0.014994044,0.013048768,0.032613866,0.9282465
4,4,0.041643158,0.028536867,0.094153754,0.039110593,0.79655564
1,1,0.02063282,0.90105397,0.024021272,0.008841115,0.045450818
4,4,0.015203532,0.025446318,0.020289963,0.024392601,0.9146676
0,0,0.7372601,0.015003623,0.22403641,0.0115380455,0.012161931
1,1,0.012495877,0.48041177,0.030300418,0.022556785,0.4542351
3,3,0.010096534,0.012394651,0.019564644,0.8995858,0.05835835
3,3,0.010942804,0.012996314,0.014946067,0.92521673,0.03589804
2,2,0.27405122,0.026181744,0.6613995,0.012549421,0.025818134
1,4,0.06260073,0.30164233,0.12644656,0.040993255,0.46831712
3,3,0.028536826,0.38384712,0.0661774,0.42118683,0.10025183
0,2,0.24712768,0.036690623,0.6909223,0.010241134,0.015018209
2,1,0.35683924,0.40551051,0.2045975,0.011137446,0.021915285
2,2,0.07764599,0.08924047,0.5251808,0.18748416,0.12044856
4,4,0.011130304,0.090813406,0.020992212,0.042090192,0.83497393
4,4,0.026018348,0.06195867,0.029186906,0.02420799,0.85862803
3,3,0.0124622155,0.010852875,0.01328917,0.94574374,0.017652038
2,0,0.6377477,0.01784624,0.32078567,0.01174332,0.011877087
4,4,0.1057615,0.15173364,0.1256467,0.026830891,0.5900272
0,0,0.7419578,0.018661983,0.21570468,0.009785024,0.013890549
2,2,0.17491229,0.02163637,0.7369869,0.0317933,0.034671135
0,0,0.7413953,0.017041134,0.21606995,0.012417478,0.013076168
0,0,0.70636827,0.016987666,0.24766454,0.01287226,0.016107252
2,2,0.13265368,0.03752712,0.72262025,0.020294603,0.086904384
0,0,0.76315063,0.018508965,0.19687133,0.010212502,0.011256542
0,4,0.072483554,0.3076616,0.12383931,0.01968021,0.47633538
4,0,0.5604603,0.024686113,0.3753146,0.015541955,0.023997031
3,3,0.009371498,0.007492309,0.01128485,0.9508943,0.020956991
2,2,0.3768996,0.03234533,0.5522112,0.014136944,0.0244069
3,3,0.009888983,0.010947929,0.015086054,0.93235815,0.03171881
2,2,0.21024787,0.0625799,0.6536919,0.023856616,0.049623717
3,3,0.011230495,0.010122675,0.014508495,0.93165046,0.032487847
4,4,0.024340456,0.061341435,0.023200827,0.016283844,0.8748334
0,0,0.6680283,0.015899368,0.28972438,0.012797773,0.013550128
0,0,0.81255543,0.017669033,0.1404682,0.012734681,0.016572667
0,0,0.58953947,0.037003882,0.27754074,0.024774138,0.071141824
2,0,0.80095345,0.019788606,0.15489565,0.010799016,0.013563278
3,3,0.009722255,0.008106632,0.011286277,0.9284711,0.042413745
2,0,0.7732426,0.017919594,0.17905396,0.011621154,0.018162651
3,3,0.009278005,0.008439841,0.011119239,0.95301014,0.018152814
1,1,0.020075474,0.831526,0.0336637,0.0117013715,0.103033416
1,1,0.37081102,0.41809043,0.16782492,0.01833049,0.024943102
4,4,0.009372192,0.03905564,0.018674402,0.02057615,0.9123217
4,1,0.07246795,0.40397537,0.13169102,0.056874253,0.33499143
4,4,0.016824363,0.02636579,0.017603727,0.014870618,0.9243355
2,2,0.26860934,0.021941455,0.6745607,0.016017463,0.018871052
1,1,0.01786719,0.9194665,0.022022646,0.013326834,0.027316842
0,0,0.7356447,0.019303631,0.21953148,0.009006909,0.016513247
4,4,0.008946878,0.0153776165,0.019532379,0.057864882,0.89827824
0,0,0.7493581,0.017969903,0.20836933,0.011207569,0.013095036
2,2,0.27039406,0.032825917,0.67446995,0.009214345,0.013095687
3,3,0.00776946,0.009736916,0.013520548,0.93814117,0.030831905
0,2,0.28198454,0.024397103,0.63833684,0.020592758,0.034688756
1,1,0.02316805,0.9102724,0.027575895,0.013536954,0.02544666
2,2,0.19917266,0.29762015,0.46018618,0.021614144,0.02140682
3,3,0.010201418,0.011535026,0.0129588805,0.93598175,0.029322956
1,1,0.014706632,0.87420535,0.02726337,0.02128551,0.06253914
0,0,0.6476242,0.026214156,0.29983285,0.011364293,0.01496451
3,3,0.011987829,0.00782434,0.01254117,0.95140105,0.016245615
