True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
1,1,0.047065455,0.8837128,0.019156253,0.012762978,0.037302427
3,3,0.009572549,0.00897234,0.009123147,0.95173603,0.02059593
3,3,0.010757078,0.010748762,0.010682927,0.9430898,0.02472146
1,3,0.00933033,0.040345717,0.020344594,0.78950906,0.1404703
0,2,0.23099677,0.030100267,0.7123581,0.011064661,0.015480197
0,0,0.80118,0.02604619,0.1509473,0.009560526,0.012265906
3,3,0.010176698,0.011026887,0.009515471,0.94364345,0.025637437
4,4,0.010750258,0.067479245,0.026904805,0.022971194,0.8718944
1,1,0.02422272,0.6385767,0.033378415,0.035111703,0.2687105
0,0,0.7658403,0.07854749,0.12719402,0.012627608,0.015790531
4,4,0.025792668,0.2057744,0.07417679,0.014138252,0.6801179
2,0,0.737721,0.016686413,0.22496286,0.010550845,0.01007887
0,0,0.8074383,0.02848051,0.1369008,0.010861063,0.01631931
1,1,0.014807543,0.5630001,0.047285657,0.020002494,0.35490423
4,4,0.011625632,0.032790802,0.024355033,0.025093146,0.90613544
4,4,0.014865352,0.31492504,0.041400146,0.023547415,0.60526204
2,0,0.62732255,0.025568886,0.31455866,0.01485479,0.017695043
1,1,0.021982083,0.9188595,0.01612554,0.015046022,0.027986867
2,0,0.7942375,0.027557408,0.15969108,0.009991093,0.00852296
1,1,0.014036104,0.92025435,0.0142946355,0.016040018,0.03537498
4,4,0.016726976,0.27088565,0.041755974,0.04829919,0.6223322
2,1,0.07390314,0.7968854,0.0878017,0.019331783,0.022077989
4,4,0.0067487606,0.038067214,0.015180483,0.017211514,0.9227921
0,0,0.5985322,0.040107958,0.32776493,0.008637007,0.024957847
2,2,0.17610508,0.104989596,0.5606158,0.06675612,0.09153345
0,0,0.7824283,0.019968482,0.17521396,0.01018329,0.012205987
2,2,0.2657445,0.10193136,0.5294839,0.027193934,0.07564629
3,3,0.011258258,0.014067234,0.012583616,0.922484,0.039606914
2,2,0.228282,0.12583548,0.40186912,0.03348121,0.21053216
0,0,0.6752125,0.03351111,0.2549503,0.011855045,0.024470981
4,4,0.009975001,0.043544266,0.023115959,0.018642593,0.9047222
3,3,0.010028877,0.009324635,0.009623485,0.9521896,0.01883342
3,3,0.010003827,0.012220016,0.0113727655,0.92763984,0.038763564
3,3,0.016717207,0.047488235,0.025419155,0.72397316,0.18640226
3,3,0.009877529,0.011143648,0.010173348,0.94290924,0.025896234
2,2,0.13737813,0.017945344,0.79914117,0.02093574,0.02459961
3,3,0.027534995,0.019183777,0.026869467,0.8687258,0.05768596
3,3,0.013945857,0.020472212,0.020767352,0.8682806,0.07653399
3,3,0.008901613,0.009447894,0.008868651,0.9467724,0.026009534
1,1,0.025574327,0.9151874,0.016096635,0.018724637,0.024416974
3,3,0.010421543,0.010145549,0.009785214,0.95196736,0.017680377
2,4,0.014968341,0.04361373,0.10767574,0.017988443,0.81575376
2,2,0.13616723,0.038413025,0.7084319,0.016777443,0.10021042
4,1,0.0125329755,0.6639413,0.02663114,0.0253014,0.27159312
1,1,0.025430247,0.91381484,0.018650258,0.021165935,0.020938788
0,2,0.25346553,0.025369499,0.6873945,0.011203143,0.02256728
1,1,0.046583094,0.6669654,0.07850707,0.017839925,0.19010442
3,3,0.05922698,0.05791443,0.06074228,0.5778065,0.24430984
2,4,0.012675513,0.024334822,0.037050325,0.024643084,0.9012963
0,2,0.3986745,0.07819632,0.43657973,0.02021531,0.0663341
4,4,0.0070914933,0.023403682,0.019918567,0.022416327,0.9271699
1,1,0.017538529,0.87895626,0.028626394,0.014429556,0.06044935
0,1,0.018340033,0.80198073,0.02952524,0.018198427,0.13195553
3,3,0.010787165,0.012151115,0.011184811,0.9428998,0.02297702
0,0,0.7780068,0.022666251,0.16934973,0.011340916,0.01863632
1,1,0.09575619,0.8223998,0.031475995,0.02206933,0.028298622
2,2,0.15678068,0.24409865,0.3817214,0.020209778,0.19718948
0,0,0.65022916,0.04309786,0.26664913,0.00974256,0.030281395
0,0,0.51210517,0.25939634,0.1941333,0.014537553,0.019827692
1,1,0.15993185,0.5905318,0.16916853,0.0137474565,0.06662035
1,1,0.015125101,0.92584825,0.013440035,0.014760574,0.030825976
2,0,0.7995524,0.024949921,0.15015382,0.009325917,0.016018016
0,0,0.8081178,0.031243687,0.14034504,0.009001667,0.011291793
4,4,0.009187204,0.035944525,0.026248334,0.02196066,0.9066593
2,2,0.45525044,0.020076275,0.50571597,0.010043593,0.008913702
1,1,0.019148096,0.91424584,0.016492615,0.022997612,0.02711585
4,4,0.045554306,0.05869576,0.1999957,0.08617329,0.60958093
4,4,0.02479054,0.051262647,0.12941049,0.033986058,0.76055026
0,0,0.7730359,0.043974705,0.1598142,0.009126974,0.014048234
4,3,0.04821065,0.05431026,0.066068076,0.6993676,0.13204336
2,0,0.6447913,0.09677212,0.19882116,0.012100488,0.047514945
1,1,0.016141903,0.8763219,0.020539923,0.014397569,0.072598696
4,4,0.0074602673,0.0297516,0.019672805,0.016591182,0.92652416
3,4,0.017779397,0.11671101,0.11511149,0.07724617,0.6731519
4,4,0.010503217,0.029931312,0.02390957,0.018136496,0.9175194
