True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
3,3,0.007623861,0.009530945,0.011370056,0.95197,0.019505175
2,2,0.24851716,0.012035076,0.70490664,0.014223482,0.020317657
4,4,0.011999356,0.12164598,0.021509541,0.05167936,0.79316574
0,0,0.5532022,0.25491703,0.097425796,0.009515655,0.08493935
1,1,0.013614861,0.8804665,0.018028453,0.024886616,0.06300355
3,3,0.006780408,0.0082514575,0.008471211,0.9639275,0.012569418
3,3,0.0077818646,0.012153599,0.008884655,0.95197666,0.01920314
1,2,0.2665776,0.23788147,0.38665786,0.018534228,0.09034885
2,2,0.40461588,0.049470175,0.47263736,0.011847766,0.06142886
1,1,0.014922975,0.78580964,0.016447125,0.02663161,0.15618862
1,1,0.025315443,0.9039387,0.020200111,0.007956174,0.04258954
2,2,0.09885172,0.019960247,0.75183994,0.042428076,0.08692006
1,1,0.22217166,0.34530115,0.31238452,0.022644246,0.09749844
3,3,0.007098974,0.012604059,0.010587261,0.94547355,0.024236197
4,4,0.014702416,0.40400612,0.028841536,0.014857065,0.5375928
2,2,0.40600935,0.044419818,0.41802245,0.01978503,0.11176332
3,3,0.01177574,0.018218726,0.019761503,0.87367445,0.07656959
1,4,0.051666535,0.10426711,0.30756837,0.054783627,0.48171428
3,3,0.012312211,0.03310981,0.015543135,0.8973968,0.041638024
1,1,0.016753431,0.93057895,0.01329651,0.01477807,0.024593098
1,1,0.060150668,0.8786819,0.024780707,0.014176918,0.022209825
2,0,0.7129474,0.020057958,0.24621092,0.010094402,0.010689251
2,2,0.37577155,0.04605664,0.55262256,0.012574255,0.012974941
1,1,0.09489384,0.5185057,0.21769674,0.032465905,0.13643785
0,0,0.52232397,0.014345748,0.44159207,0.011538474,0.010199681
3,3,0.0069656377,0.0074575352,0.0096981125,0.9595251,0.016353607
1,1,0.041625638,0.82391346,0.052706614,0.030788394,0.050965868
1,1,0.013214297,0.92499393,0.017524071,0.020262238,0.024005402
0,0,0.47015896,0.020505661,0.46589503,0.0153813185,0.02805902
3,3,0.006549796,0.013408194,0.007810577,0.95380944,0.01842197
4,4,0.03521338,0.1692152,0.30306244,0.024958063,0.46755087
3,3,0.007741555,0.017569048,0.009003256,0.9476002,0.018085925
2,2,0.21793668,0.033627078,0.68018043,0.02523859,0.043017287
4,4,0.011581761,0.02313392,0.014918954,0.052731168,0.8976343
0,0,0.4558439,0.15791695,0.3162405,0.01838917,0.051609565
2,0,0.43546572,0.21425256,0.3059045,0.012209124,0.03216814
1,1,0.024200346,0.91025144,0.027203117,0.012851283,0.025493804
4,4,0.018196188,0.029975962,0.030779637,0.048023634,0.8730246
0,0,0.53832084,0.020222815,0.41263232,0.015954306,0.0128697045
4,4,0.010498103,0.076011546,0.016841715,0.01579414,0.8808545
3,3,0.007842371,0.009263671,0.01090651,0.9453789,0.026608555
0,2,0.36947906,0.021037072,0.5813703,0.01083301,0.017280553
2,0,0.7591189,0.027843319,0.19634919,0.0071377936,0.009550827
0,0,0.7010005,0.021611242,0.26073205,0.006973265,0.009682926
2,2,0.2931973,0.025794346,0.627059,0.014197274,0.039752092
0,0,0.7541682,0.019477595,0.20713961,0.008820072,0.010394517
2,2,0.21030553,0.03902866,0.63715625,0.045546796,0.06796276
2,2,0.1394305,0.015307577,0.7794563,0.036777567,0.029028004
0,0,0.50369334,0.022359816,0.43320966,0.016633306,0.024103913
4,4,0.008392581,0.019309817,0.01271129,0.008771723,0.95081455
0,0,0.6748121,0.03412777,0.25878626,0.011270849,0.021003129
3,3,0.010306592,0.008177984,0.017063836,0.94871306,0.015738558
0,2,0.3988789,0.014217655,0.56005144,0.013289542,0.013562383
3,3,0.0067549995,0.0068174684,0.009923166,0.96572375,0.010780596
4,4,0.057755567,0.07880702,0.29985788,0.02635802,0.5372215
2,2,0.37201267,0.017543344,0.579585,0.01708457,0.01377441
1,1,0.016093347,0.8841606,0.027955951,0.017305642,0.054484446
1,1,0.037819497,0.8765947,0.045576535,0.009343088,0.03066623
4,4,0.009654417,0.030492306,0.01421364,0.019391987,0.92624754
3,3,0.0071585337,0.0076585375,0.00982703,0.96104574,0.01431023
4,4,0.019605342,0.03556259,0.027330214,0.019179603,0.8983223
4,4,0.027454,0.39643064,0.026180843,0.030935735,0.5189988
0,0,0.685385,0.013299294,0.28211743,0.0111582065,0.008040037
2,2,0.28947058,0.011895698,0.6608882,0.016442329,0.021303127
2,1,0.060087055,0.76697946,0.087501466,0.019514378,0.06591758
4,4,0.011524359,0.11131997,0.015792357,0.015149285,0.84621406
1,4,0.016464885,0.16045898,0.08365835,0.013028535,0.7263893
0,0,0.6012335,0.01229873,0.365428,0.012356302,0.008683462
4,2,0.26025614,0.043157794,0.5047407,0.02024473,0.17160068
3,3,0.015276719,0.047037818,0.018414788,0.8965514,0.022719294
4,4,0.009370618,0.024472464,0.019536883,0.017592343,0.9290277
3,3,0.0061474633,0.009902129,0.00862549,0.9536472,0.021677675
0,2,0.29575807,0.021790626,0.64918417,0.015381944,0.017885234
0,0,0.7864406,0.020468136,0.1754343,0.008720709,0.008936211
4,4,0.016957957,0.055015758,0.02663009,0.25670663,0.64468956
