True,pred,prob_0,prob_1,prob_2,prob_3,prob_4
1,1,0.04492322,0.86399037,0.049409933,0.013110259,0.028566213
3,3,0.006375091,0.007513803,0.0056932634,0.9669299,0.013487912
3,3,0.007861636,0.008620512,0.007111766,0.959564,0.016842173
1,3,0.009075188,0.045063484,0.012375197,0.7646931,0.1687931
0,2,0.3426136,0.013446852,0.62417215,0.0076383543,0.01212898
0,0,0.8105427,0.0075790402,0.16090824,0.010537177,0.01043286
3,3,0.007307739,0.010149822,0.007884742,0.9558935,0.018764168
4,4,0.012534263,0.02674643,0.0152154695,0.021145973,0.9243579
1,4,0.012649983,0.29570153,0.029323785,0.03078022,0.6315445
0,0,0.77131695,0.011743381,0.19935548,0.00866312,0.008921096
4,4,0.018574297,0.40740162,0.11167336,0.020082336,0.4422684
2,0,0.7089264,0.008945026,0.25775534,0.01176345,0.012609832
0,0,0.72713906,0.00884209,0.24069855,0.010467826,0.012852502
1,1,0.007590423,0.71659887,0.04566851,0.013662749,0.21647945
4,4,0.010362723,0.02078887,0.01351889,0.014885919,0.9404437
4,4,0.008121832,0.107867196,0.023740001,0.01680374,0.8434673
2,0,0.67426586,0.009689152,0.29424343,0.010571718,0.011229868
1,1,0.00665293,0.94889915,0.014945849,0.009429601,0.020072501
2,0,0.73739064,0.010426495,0.23077983,0.010596168,0.010806871
1,1,0.004382187,0.94249225,0.016672475,0.009106522,0.027346611
4,4,0.007320196,0.07916339,0.018916799,0.036182296,0.85841745
2,1,0.10873347,0.44318932,0.4046715,0.018358452,0.025047215
4,4,0.007960404,0.019774307,0.010536801,0.014874029,0.9468545
0,0,0.53430986,0.012922705,0.43135837,0.0077609397,0.013648092
2,2,0.21754313,0.02482221,0.717408,0.020855345,0.019371308
0,0,0.68777055,0.009166579,0.2837664,0.009127663,0.01016885
2,2,0.17407286,0.026549183,0.7729951,0.0074993703,0.018883383
3,3,0.007476689,0.012620886,0.008910789,0.94853145,0.02246027
2,2,0.24535373,0.012268245,0.71340364,0.01067659,0.018297845
0,0,0.67887235,0.010799946,0.28895,0.010106442,0.011271197
4,4,0.0094849225,0.01854299,0.0122736525,0.015925027,0.94377327
3,3,0.0062152175,0.0067640166,0.005558691,0.97006196,0.011400099
3,3,0.007265075,0.01802837,0.008610451,0.9306203,0.035475746
3,3,0.008312102,0.040122684,0.011245148,0.8643413,0.0759787
3,3,0.0071462733,0.012175359,0.006143324,0.9532478,0.021287218
2,2,0.18732224,0.012840992,0.7772802,0.009470869,0.013085687
3,3,0.011815097,0.013382623,0.011795816,0.9336404,0.029366039
3,3,0.009420152,0.014682249,0.011482931,0.9429347,0.021480063
3,3,0.00598629,0.007377914,0.005339671,0.96580017,0.01549596
1,1,0.007326501,0.95881116,0.0113625,0.010485864,0.012014046
3,3,0.007606561,0.0077162944,0.0074993805,0.96917766,0.008000018
2,4,0.009973425,0.024736386,0.020122414,0.015266378,0.9299013
2,2,0.09426593,0.03938727,0.78973657,0.01129044,0.0653198
4,4,0.0066477717,0.3437548,0.024851466,0.01672565,0.6080202
1,1,0.005685489,0.9572527,0.012103353,0.009834603,0.015123837
0,2,0.17038037,0.018060386,0.7919546,0.007886376,0.011718279
1,1,0.05450344,0.5954918,0.264601,0.015163405,0.07024033
3,3,0.015119255,0.024840854,0.019687995,0.8921833,0.048168585
2,4,0.011073619,0.017539384,0.04009947,0.01635361,0.9149339
0,2,0.11347777,0.040815245,0.81264687,0.008830565,0.024229595
4,4,0.008848393,0.016320387,0.008548935,0.016762394,0.94951993
1,1,0.008697462,0.8065231,0.04194267,0.020575587,0.122261204
0,1,0.006691341,0.7395452,0.038122155,0.018355897,0.19728541
3,3,0.009136031,0.009882456,0.009594198,0.9576921,0.01369528
0,0,0.7369634,0.008280444,0.2340784,0.010340989,0.010336754
1,1,0.043019917,0.9035693,0.024804005,0.013189798,0.015417047
2,2,0.20002307,0.044509336,0.70470846,0.0114739295,0.039285168
0,0,0.56480014,0.013435338,0.40053394,0.00855703,0.0126736155
0,0,0.5802768,0.036133382,0.3524581,0.014088091,0.017043566
1,2,0.04608085,0.32707864,0.58878976,0.009400349,0.028650394
1,1,0.0061867065,0.9544032,0.011868466,0.011511339,0.0160303
2,0,0.67911863,0.010138364,0.28482112,0.012533884,0.013388012
0,0,0.6145084,0.010208111,0.35630196,0.009149051,0.009832462
4,4,0.010339426,0.018349346,0.012796712,0.017959181,0.94055533
2,0,0.50089824,0.012052643,0.46781266,0.008767293,0.010469143
1,1,0.0059091807,0.940147,0.014342366,0.0153553095,0.024246218
4,4,0.028439756,0.061603837,0.12585358,0.061650284,0.7224526
4,4,0.019065708,0.080243625,0.061608452,0.037057426,0.80202484
0,0,0.73494476,0.011019146,0.23701271,0.007638066,0.009385296
4,3,0.020780241,0.08351721,0.035083435,0.78930014,0.07131892
2,0,0.63188577,0.012685362,0.33725017,0.008141524,0.0100371055
1,1,0.0051683243,0.93098813,0.015884688,0.011447123,0.036511645
4,4,0.0090763755,0.016707644,0.010340374,0.014512877,0.94936275
3,4,0.009196768,0.13720669,0.05999818,0.05436538,0.739233
4,4,0.009350106,0.01821962,0.019494738,0.017133558,0.9358019
