True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.07239305202074213,0.06740178168464805,0.08158619886273105,0.6808438934265396,0.09777507400533912,3,0.0,0.0,0.0,1.0,0.0,3,0.05,0.04,0.07,0.76,0.08,3,0.000546456392051735,0.0004009392846763027,0.0012428343951554571,0.9966305241063914,0.0011792458217252193,3,0.0,0.0,0.0,1.0,0.0
1,4,0.11983828942264546,0.2621494606436581,0.2247797625998094,0.10257262817321339,0.2906598591606736,1,0.0,1.0,0.0,0.0,0.0,1,0.08,0.38,0.14,0.11,0.29,4,0.028847212922690327,0.343874787441133,0.16849273334537995,0.008020674265767856,0.450764592025029,1,0.0,0.4,0.2,0.2,0.2
0,2,0.3158628567916538,0.03453051339037147,0.5590468222131831,0.04818799281579386,0.042371814788997625,0,1.0,0.0,0.0,0.0,0.0,2,0.32,0.07,0.47,0.08,0.06,2,0.3424648988869936,0.0033083600143317426,0.6464560830284379,0.0022261605026413465,0.005544497567595197,2,0.2,0.0,0.8,0.0,0.0
2,2,0.16256316432983572,0.20453305823522996,0.23889203508568466,0.16328915837706637,0.23072258397218331,1,0.0,1.0,0.0,0.0,0.0,2,0.13,0.25,0.28,0.11,0.23,2,0.11372051167515823,0.16958812658255615,0.3503905347148681,0.04061147384763452,0.32568935317978315,1,0.2,0.6,0.0,0.0,0.2
2,2,0.16992268954132853,0.21481346025912704,0.26392462171088765,0.14331660936131763,0.20802261912733913,2,0.0,0.0,1.0,0.0,0.0,2,0.2,0.19,0.27,0.12,0.22,2,0.15373679776232435,0.21617462726734857,0.4138240022951823,0.01629485128566116,0.19996972138948393,2,0.2,0.2,0.4,0.0,0.2
4,4,0.1344367357691086,0.1272880318304539,0.14385862039291716,0.18296521920958717,0.41145139279793314,4,0.0,0.0,0.0,0.0,1.0,4,0.09,0.08,0.09,0.07,0.67,4,0.040094602421989464,0.06814161307544919,0.13663601840590467,0.04309540055576764,0.712032365540889,4,0.0,0.0,0.0,0.4,0.6
0,2,0.3403606084779525,0.07420142526193423,0.36128726866534466,0.11007016019356536,0.11408053740120329,2,0.0,0.0,1.0,0.0,0.0,2,0.38,0.01,0.44,0.06,0.11,2,0.4406329691965606,0.01492518995383265,0.47326072232050426,0.020681124280840225,0.050499994248262216,0,0.6,0.0,0.4,0.0,0.0
4,2,0.13582574846847684,0.17131270233484577,0.30475190434286703,0.16237067480557435,0.22573897004823595,2,0.0,0.0,1.0,0.0,0.0,2,0.15,0.15,0.3,0.13,0.27,2,0.10328234749588941,0.09246118228480989,0.49105770556129863,0.04195603850333102,0.2712427261546709,1,0.0,0.4,0.2,0.2,0.2
2,0,0.34118911808969654,0.12212836202800618,0.2910428511406854,0.11865023721782283,0.12698943152378905,0,1.0,0.0,0.0,0.0,0.0,0,0.37,0.09,0.37,0.09,0.08,0,0.4925535205404542,0.03953892255028719,0.41622490084161473,0.006575401038171103,0.045107255029472694,0,0.8,0.0,0.2,0.0,0.0
3,3,0.10154465937586903,0.11454884981102241,0.14306758378512238,0.47980719416764434,0.16103171286034174,3,0.0,0.0,0.0,1.0,0.0,3,0.03,0.03,0.11,0.68,0.15,3,0.006216409108638674,0.009166152867174438,0.026464137179078237,0.944929449909096,0.01322385093601263,3,0.0,0.0,0.0,1.0,0.0
