True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.05247467865304398,0.05058905054152779,0.06397636543641796,0.7360137325448385,0.09694617282417174,3,0.0,0.0,0.0,1.0,0.0,3,0.06,0.03,0.07,0.65,0.19,3,5.886085297351765e-07,4.7059434873350483e-07,5.784737411841729e-07,0.9994760382994747,0.0005223240239055616,3,0.0,0.0,0.0,1.0,0.0
1,2,0.1525867569112492,0.24092751108668153,0.3122541914640249,0.126775992715035,0.1674555478230094,1,0.0,1.0,0.0,0.0,0.0,1,0.1,0.38,0.29,0.12,0.11,2,0.11642290558640991,0.19605511589537356,0.5351173708580071,0.042892388589979416,0.10951221907023019,1,0.0,0.4,0.2,0.0,0.4
3,3,0.10115890826587938,0.2596041619070759,0.16527159319474993,0.2813057390797566,0.19265959755253825,3,0.0,0.0,0.0,1.0,0.0,3,0.04,0.22,0.17,0.33,0.24,3,0.014944085321014091,0.25449133938517504,0.07881301629944565,0.4849482395880486,0.1668033194063166,1,0.0,0.6,0.0,0.2,0.2
1,1,0.09326413584050575,0.48098348050127676,0.1373028914772849,0.13379338950415695,0.15465610267677563,1,0.0,1.0,0.0,0.0,0.0,1,0.05,0.5,0.12,0.1,0.23,1,0.0054479298093567715,0.9229904388692689,0.023836543425533305,0.011959543354003023,0.03576554454183805,1,0.2,0.6,0.0,0.0,0.2
1,1,0.1973506319641244,0.34164935534196145,0.17376585152200566,0.11641735696334302,0.1708168042085655,1,0.0,1.0,0.0,0.0,0.0,1,0.18,0.58,0.06,0.02,0.16,1,0.11869782523633778,0.6092774883521626,0.14319144379334287,0.017376001515602917,0.11145724110255383,1,0.2,0.8,0.0,0.0,0.0
1,1,0.10484482800370482,0.7043206453944216,0.07773890410950295,0.036398021173696886,0.07669760131867365,4,0.0,0.0,0.0,0.0,1.0,1,0.2,0.58,0.08,0.04,0.1,1,0.002806942832703732,0.993425833973496,0.0015278355503669722,6.873327261198838e-05,0.002170654370821317,1,0.0,0.8,0.0,0.0,0.2
3,3,0.09968360940404204,0.08502535887958518,0.09879383566883676,0.533249108408985,0.1832480876385509,3,0.0,0.0,0.0,1.0,0.0,3,0.07,0.06,0.08,0.54,0.25,3,0.005789839553987744,0.003282999374901472,0.0060427624509212016,0.959871796992011,0.025012601628178966,3,0.0,0.0,0.0,1.0,0.0
1,1,0.13614513877231116,0.328961649722173,0.19507201105473293,0.11292559790148948,0.2268956025492935,1,0.0,1.0,0.0,0.0,0.0,1,0.08,0.35,0.25,0.07,0.25,1,0.042008431928416294,0.5706615827158982,0.1524329834008705,0.012666090665287403,0.22223091128952777,1,0.0,0.6,0.2,0.0,0.2
4,4,0.07412812325512846,0.09123391488700057,0.09156425024333616,0.27033405655950354,0.4727396550550312,4,0.0,0.0,0.0,0.0,1.0,4,0.01,0.01,0.02,0.23,0.73,4,0.0043617414389378675,0.011869400624307174,0.016255524202046737,0.23899563291604328,0.7285177008186652,4,0.0,0.0,0.0,0.4,0.6
2,0,0.6142627863660224,0.07755895227858293,0.14545043585392015,0.051441112328846926,0.11128671317262757,0,1.0,0.0,0.0,0.0,0.0,0,0.67,0.04,0.23,0.02,0.04,0,0.7233832670986695,0.013224591359865121,0.2483563403782836,0.0021886981501348986,0.012847103013046621,0,0.4,0.0,0.4,0.0,0.2
1,4,0.07663061872789538,0.3042176734083283,0.11659613406328694,0.19394414957676795,0.30861142422372145,4,0.0,0.0,0.0,0.0,1.0,4,0.04,0.24,0.05,0.14,0.53,4,0.0024003159016097535,0.4113005409968169,0.013291764218983159,0.09650283209798201,0.47650454678460835,1,0.0,0.6,0.0,0.2,0.2
0,1,0.12686410329702127,0.48521863404653887,0.12919976466560668,0.10263702563777276,0.15608047235306033,1,0.0,1.0,0.0,0.0,0.0,1,0.2,0.42,0.16,0.06,0.16,1,0.027098537250574883,0.8851052374222516,0.03838192465181879,0.006230125795676939,0.04318417487967773,1,0.2,0.8,0.0,0.0,0.0
1,1,0.09897080485452396,0.5286523733952325,0.1090518387303482,0.09647200999759528,0.16685297302229996,1,0.0,1.0,0.0,0.0,0.0,1,0.08,0.5,0.04,0.05,0.33,1,0.011519599542684139,0.9244203462925604,0.01733315771060537,0.0030242538251613747,0.04370264262898896,1,0.0,1.0,0.0,0.0,0.0
2,0,0.43950536052700556,0.07941427125732446,0.2970672862394138,0.07902531799411487,0.10498776398214144,2,0.0,0.0,1.0,0.0,0.0,0,0.52,0.08,0.25,0.05,0.1,0,0.5366184488304145,0.002905241487064801,0.4472708061673763,0.0026765607816272062,0.010528942733517054,0,0.6,0.0,0.4,0.0,0.0
4,1,0.07574332469790668,0.39831551211416255,0.13381652145417802,0.10534757415413876,0.286777067579614,1,0.0,1.0,0.0,0.0,0.0,1,0.03,0.45,0.14,0.05,0.33,1,0.006569255791893705,0.5564966501527753,0.04518012089375692,0.007607951523936899,0.3841460216376373,1,0.0,0.4,0.2,0.2,0.2
4,0,0.3654168291136634,0.10444981818592113,0.23579738878613812,0.0720406840852875,0.22229527982898994,4,0.0,0.0,0.0,0.0,1.0,0,0.35,0.13,0.26,0.04,0.22,0,0.514748310636836,0.01888562910536439,0.37568240828106575,0.002311655213552656,0.08837199676318076,4,0.4,0.0,0.0,0.0,0.6
4,4,0.12727315499779743,0.12402275205128899,0.1373161627959548,0.2061368230326607,0.4052511071222981,4,0.0,0.0,0.0,0.0,1.0,4,0.1,0.11,0.08,0.1,0.61,4,0.03146480344977908,0.04265503669890264,0.07364909661667529,0.15704233212282787,0.6951887311118152,4,0.0,0.0,0.0,0.4,0.6
4,4,0.06982526970532192,0.26623296386205175,0.1046472369345385,0.13723459571507318,0.4220599337830146,4,0.0,0.0,0.0,0.0,1.0,4,0.09,0.27,0.05,0.16,0.43,4,0.002701365085708473,0.2441784183274463,0.015023067588720535,0.01640961995721904,0.7216875290409059,4,0.0,0.2,0.0,0.2,0.6
1,1,0.2656359468090241,0.28488294515080587,0.18854930763817634,0.08935908619076272,0.17157271421123094,1,0.0,1.0,0.0,0.0,0.0,1,0.17,0.52,0.13,0.05,0.13,1,0.24610757546124012,0.41707304510754845,0.2245749788569288,0.005651837869364229,0.10659256270491839,0,0.4,0.0,0.4,0.0,0.2
4,4,0.09542527296072073,0.11113810169371151,0.12973288976055217,0.16988744856083818,0.49381628702417746,2,0.0,0.0,1.0,0.0,0.0,4,0.13,0.09,0.06,0.08,0.64,4,0.005328609538845389,0.00787375368332299,0.025299063156165185,0.01625311254990132,0.9452454610717648,4,0.0,0.0,0.0,0.0,1.0
0,2,0.43122324684279734,0.031981156608789,0.44464760304724,0.04415542754522523,0.04799256595594845,0,1.0,0.0,0.0,0.0,0.0,0,0.51,0.05,0.34,0.04,0.06,0,0.5173945057702107,0.0005460224239100435,0.478783791089907,0.0009412606908761989,0.002334420025096491,0,0.6,0.0,0.4,0.0,0.0
1,4,0.05765121736583238,0.34172142184386967,0.10988680570672033,0.12626341658014978,0.3644771385034279,1,0.0,1.0,0.0,0.0,0.0,1,0.08,0.51,0.03,0.07,0.31,4,0.0025882758787017283,0.3759962483267524,0.020982072781278078,0.014932232030666199,0.5855011709826019,4,0.0,0.2,0.0,0.2,0.6
3,3,0.10877340083413865,0.1308002517478088,0.16019258338845702,0.4375049048568172,0.16272885917277838,3,0.0,0.0,0.0,1.0,0.0,3,0.05,0.03,0.17,0.42,0.33,3,0.006442072892554881,0.017440812157451326,0.02808532904302519,0.9208930105988252,0.027138775308143577,3,0.0,0.0,0.0,1.0,0.0
3,3,0.056200741207748574,0.1097431164397812,0.08301546317224158,0.6214928664492452,0.1295478127309835,3,0.0,0.0,0.0,1.0,0.0,3,0.04,0.14,0.05,0.59,0.18,3,0.00011836748226527676,0.001917442552779953,0.0005937989399748933,0.9955597208075646,0.001810670217415426,3,0.0,0.0,0.0,1.0,0.0
2,2,0.2420945183216946,0.12646031465769728,0.39806774847169424,0.10168261030702651,0.13169480824188734,2,0.0,0.0,1.0,0.0,0.0,2,0.24,0.12,0.37,0.08,0.19,2,0.39138707716434773,0.02721068593816466,0.5423802487632646,0.008280811535048534,0.03074117659917438,2,0.2,0.2,0.6,0.0,0.0
1,1,0.05445077516585414,0.7365033283986896,0.06071824451978224,0.0681455673652404,0.08018208455043391,1,0.0,1.0,0.0,0.0,0.0,1,0.03,0.55,0.09,0.09,0.24,1,0.00048277826825699274,0.9963800864147566,0.000577527120374798,0.0007255358354920314,0.0018340723611194756,1,0.0,1.0,0.0,0.0,0.0
3,3,0.09574658101809502,0.18816655413883085,0.15140739278652943,0.33027698076936624,0.23440249128717852,3,0.0,0.0,0.0,1.0,0.0,3,0.02,0.17,0.08,0.44,0.29,3,0.010583857420379567,0.10014382377687249,0.04797480332445397,0.6189500016770857,0.22234751380120832,3,0.0,0.0,0.0,1.0,0.0
0,2,0.31723821390832746,0.09566571246177798,0.42628496401707744,0.06653459223567867,0.09427651737713855,0,1.0,0.0,0.0,0.0,0.0,0,0.35,0.19,0.31,0.09,0.06,2,0.3906146206120151,0.024999444148167894,0.5605624729498286,0.004799468193521783,0.019023994096466823,2,0.4,0.0,0.6,0.0,0.0
