True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.05247467865304398,0.05058905054152779,0.06397636543641796,0.7360137325448385,0.09694617282417174,3,0.0,0.0,0.0,1.0,0.0,3,0.06,0.06,0.09,0.62,0.17,3,1.496373277044185e-06,1.3091771246548273e-06,1.5431065698751908e-06,0.9988553400116469,0.0011403113313815114,3,0.0,0.0,0.0,1.0,0.0
1,2,0.1525867569112492,0.24092751108668153,0.3122541914640249,0.126775992715035,0.1674555478230094,1,0.0,1.0,0.0,0.0,0.0,1,0.11,0.4,0.27,0.12,0.1,2,0.09189983745540893,0.21075268296725308,0.5621015268205451,0.03893658836541987,0.09630936439137287,1,0.0,0.4,0.2,0.0,0.4
3,3,0.10115890826587938,0.2596041619070759,0.16527159319474993,0.2813057390797566,0.19265959755253825,3,0.0,0.0,0.0,1.0,0.0,3,0.05,0.26,0.15,0.31,0.23,3,0.01301820479424866,0.25322545657260037,0.08442168498606403,0.4705076502093708,0.1788270034377163,1,0.0,0.6,0.0,0.2,0.2
1,1,0.09326413584050575,0.48098348050127676,0.1373028914772849,0.13379338950415695,0.15465610267677563,1,0.0,1.0,0.0,0.0,0.0,1,0.12,0.52,0.11,0.04,0.21,1,0.005880617701718455,0.8996453085698991,0.03303742964892319,0.01406803563911465,0.04736860844034436,1,0.2,0.6,0.0,0.0,0.2
1,1,0.1973506319641244,0.34164935534196145,0.17376585152200566,0.11641735696334302,0.1708168042085655,1,0.0,1.0,0.0,0.0,0.0,1,0.17,0.52,0.16,0.03,0.12,1,0.11158489443998011,0.5963023329614412,0.15285681675141607,0.018989370358227623,0.12026658548893503,1,0.2,0.8,0.0,0.0,0.0
1,1,0.10484482800370482,0.7043206453944216,0.07773890410950295,0.036398021173696886,0.07669760131867365,4,0.0,0.0,0.0,0.0,1.0,1,0.19,0.58,0.11,0.01,0.11,1,0.0027463891619466003,0.9908356306755143,0.002621407078874434,9.556717421112633e-05,0.0037010059094535045,1,0.0,0.8,0.0,0.0,0.2
3,3,0.09968360940404204,0.08502535887958518,0.09879383566883676,0.533249108408985,0.1832480876385509,3,0.0,0.0,0.0,1.0,0.0,3,0.03,0.05,0.05,0.67,0.2,3,0.005365798697576717,0.003993260179715737,0.006756757174797222,0.9470805510616216,0.03680363288628853,3,0.0,0.0,0.0,1.0,0.0
1,1,0.13614513877231116,0.328961649722173,0.19507201105473293,0.11292559790148948,0.2268956025492935,1,0.0,1.0,0.0,0.0,0.0,1,0.08,0.45,0.26,0.06,0.15,1,0.037689052713696373,0.5562913758538404,0.16348764681199374,0.013659290911315446,0.22887263370915403,1,0.0,0.6,0.2,0.0,0.2
4,4,0.07412812325512846,0.09123391488700057,0.09156425024333616,0.27033405655950354,0.4727396550550312,4,0.0,0.0,0.0,0.0,1.0,4,0.02,0.04,0.03,0.19,0.72,4,0.004113959185948047,0.014459098447510838,0.01693594430421106,0.24656322759347649,0.7179277704688533,4,0.0,0.0,0.0,0.4,0.6
2,0,0.6142627863660224,0.07755895227858293,0.14545043585392015,0.051441112328846926,0.11128671317262757,0,1.0,0.0,0.0,0.0,0.0,0,0.55,0.04,0.3,0.03,0.08,0,0.8268523748772525,0.010635562584570473,0.1535903050780956,0.001402875021739965,0.007518882438341204,0,0.4,0.0,0.4,0.0,0.2
