True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.07239305202074213,0.06740178168464805,0.08158619886273105,0.6808438934265396,0.09777507400533912,3,0.0,0.0,0.0,1.0,0.0,3,0.04,0.04,0.05,0.79,0.08,3,0.0006253529920898498,0.0004734346334860408,0.00045664309107589044,0.9970878229414504,0.0013567463418979445,3,0.0,0.0,0.0,1.0,0.0
1,4,0.11983828942264546,0.2621494606436581,0.2247797625998094,0.10257262817321339,0.2906598591606736,1,0.0,1.0,0.0,0.0,0.0,1,0.12,0.28,0.21,0.13,0.26,4,0.0271960908069179,0.3249450572013903,0.1714424727435997,0.006270846668067846,0.47014553258002434,1,0.0,0.4,0.2,0.2,0.2
0,2,0.3158628567916538,0.03453051339037147,0.5590468222131831,0.04818799281579386,0.042371814788997625,0,1.0,0.0,0.0,0.0,0.0,2,0.36,0.03,0.49,0.04,0.08,2,0.3058508653955292,0.0024225386479042967,0.6862024878278373,0.0009364907526646306,0.004587617376064637,2,0.2,0.0,0.8,0.0,0.0
2,2,0.16256316432983572,0.20453305823522996,0.23889203508568466,0.16328915837706637,0.23072258397218331,2,0.0,0.0,1.0,0.0,0.0,1,0.2,0.27,0.26,0.06,0.21,2,0.10606358622715631,0.15437188796559093,0.3727788537299903,0.03295958207811407,0.3338260899991482,1,0.2,0.6,0.0,0.0,0.2
2,2,0.16992268954132853,0.21481346025912704,0.26392462171088765,0.14331660936131763,0.20802261912733913,2,0.0,0.0,1.0,0.0,0.0,4,0.2,0.24,0.23,0.08,0.25,2,0.14410248572505668,0.1974968143865435,0.44371594017026955,0.014541617163014128,0.2001431425551158,2,0.2,0.2,0.4,0.0,0.2
4,4,0.1344367357691086,0.1272880318304539,0.14385862039291716,0.18296521920958717,0.41145139279793314,4,0.0,0.0,0.0,0.0,1.0,4,0.08,0.08,0.05,0.12,0.67,4,0.03594659971842998,0.05846371946921356,0.13214601623737512,0.034533159043119835,0.7389105055318617,4,0.0,0.0,0.0,0.4,0.6
0,2,0.3403606084779525,0.07420142526193423,0.36128726866534466,0.11007016019356536,0.11408053740120329,2,0.0,0.0,1.0,0.0,0.0,0,0.4,0.08,0.32,0.06,0.14,2,0.4295849078122893,0.012275182197107461,0.49512185357755606,0.013040914838679996,0.04997714157436706,0,0.6,0.0,0.4,0.0,0.0
4,2,0.13582574846847684,0.17131270233484577,0.30475190434286703,0.16237067480557435,0.22573897004823595,2,0.0,0.0,1.0,0.0,0.0,2,0.16,0.2,0.36,0.07,0.21,2,0.09514339527146193,0.07910971386767443,0.5273065271278594,0.03247774398359613,0.26596261974940827,1,0.0,0.4,0.2,0.2,0.2
2,0,0.34118911808969654,0.12212836202800618,0.2910428511406854,0.11865023721782283,0.12698943152378905,0,1.0,0.0,0.0,0.0,0.0,0,0.46,0.05,0.28,0.09,0.12,0,0.4910728724177132,0.03531026275044637,0.42260524287094725,0.0054638313091692915,0.0455477906517241,0,0.8,0.0,0.2,0.0,0.0
3,3,0.10154465937586903,0.11454884981102241,0.14306758378512238,0.47980719416764434,0.16103171286034174,3,0.0,0.0,0.0,1.0,0.0,3,0.06,0.11,0.05,0.59,0.19,3,0.005091440295789541,0.008065290008423752,0.01242236457672195,0.962263204216906,0.012157700902158368,3,0.0,0.0,0.0,1.0,0.0
