True,LR,LR_prob_0,LR_prob_1,LR_prob_2,LR_prob_3,LR_prob_4,DT,DT_prob_0,DT_prob_1,DT_prob_2,DT_prob_3,DT_prob_4,RF,RF_prob_0,RF_prob_1,RF_prob_2,RF_prob_3,RF_prob_4,SVM,SVM_prob_0,SVM_prob_1,SVM_prob_2,SVM_prob_3,SVM_prob_4,KNN,KNN_prob_0,KNN_prob_1,KNN_prob_2,KNN_prob_3,KNN_prob_4
3,3,0.09186676669330388,0.10880709280479758,0.12079888370851234,0.4599805076286265,0.21854674916475975,3,0.0,0.0,0.0,1.0,0.0,3,0.14,0.12,0.07,0.44,0.23,3,0.007659312446074677,0.012891221516436357,0.020028925669389398,0.8147659882752044,0.144654552092895,3,0.0,0.0,0.0,1.0,0.0
0,0,0.5173988433945605,0.1024783850282725,0.1989794894817089,0.06037997444988484,0.1207633076455731,4,0.0,0.0,0.0,0.0,1.0,0,0.55,0.11,0.21,0.03,0.1,0,0.7624796413149227,0.011455024551924528,0.21717511481096577,0.0005191798943857401,0.008371039427801357,0,0.4,0.2,0.4,0.0,0.0
2,2,0.30078065139453874,0.1212720627032201,0.31637886843103935,0.09657142943837821,0.16499698803282356,0,1.0,0.0,0.0,0.0,0.0,0,0.52,0.07,0.28,0.04,0.09,0,0.44657475695660365,0.029532339523926903,0.4594114289995789,0.0034573058968751422,0.061024168623015636,0,0.6,0.0,0.4,0.0,0.0
3,3,0.13021769991254234,0.09954351687084287,0.1395931234396559,0.4716435203063594,0.15900213947059952,3,0.0,0.0,0.0,1.0,0.0,3,0.11,0.04,0.11,0.53,0.21,3,0.01192319366975656,0.004252237555788276,0.011024700366972303,0.9479613568514688,0.0248385115560137,3,0.0,0.0,0.0,1.0,0.0
4,4,0.17056286285267044,0.12626748325611298,0.16251846744893206,0.1171832256584994,0.42346796078378507,4,0.0,0.0,0.0,0.0,1.0,4,0.08,0.21,0.11,0.1,0.5,4,0.05237745731726715,0.020350216569446578,0.08587874640262537,0.00862739953630395,0.8327661801743564,4,0.2,0.2,0.2,0.0,0.4
4,4,0.15112424331940605,0.16133667992895123,0.16912145109753254,0.2501269170972602,0.2682907085568501,4,0.0,0.0,0.0,0.0,1.0,4,0.02,0.12,0.06,0.38,0.42,4,0.06312082149838517,0.06777497236001123,0.14751911845809682,0.27757167324091453,0.4440134144425918,3,0.2,0.0,0.0,0.6,0.2
3,1,0.11858446584823433,0.26700575425770595,0.11636672337986612,0.2585061822512956,0.239536874262898,1,0.0,1.0,0.0,0.0,0.0,1,0.01,0.36,0.12,0.31,0.2,1,0.012296095343018395,0.4947336973813875,0.027166432062101745,0.25925371963899796,0.20655005557449452,1,0.2,0.8,0.0,0.0,0.0
1,1,0.10468656436055773,0.3369438867821863,0.22628201542761445,0.13794951314892412,0.19413802028071753,1,0.0,1.0,0.0,0.0,0.0,1,0.07,0.35,0.16,0.18,0.24,1,0.02577280828269722,0.6204108244750057,0.2537832186916923,0.01030693276055434,0.08972621579005036,1,0.0,0.8,0.2,0.0,0.0
3,3,0.024442418740085934,0.027771896684682662,0.03018881533343744,0.8764345981875075,0.04116227105428642,3,0.0,0.0,0.0,1.0,0.0,3,0.01,0.05,0.04,0.83,0.07,3,4.917783962404451e-10,5.42556748708853e-10,5.642872167206036e-10,0.9999815302028973,1.846819848032109e-05,3,0.0,0.0,0.0,1.0,0.0
1,1,0.09457439279410612,0.3968369685463641,0.10324035541219942,0.15062542661417083,0.2547228566331595,4,0.0,0.0,0.0,0.0,1.0,1,0.06,0.46,0.14,0.07,0.27,1,0.009782725003598716,0.7344666266023293,0.02557205759749141,0.02918420156011091,0.2009943892364699,1,0.0,0.6,0.0,0.2,0.2
0,0,0.4936342117202736,0.03305905786128461,0.4086992696219619,0.025359552731041363,0.03924790806543844,2,0.0,0.0,1.0,0.0,0.0,0,0.45,0.07,0.39,0.04,0.05,0,0.5690874553861854,0.0011009329295945365,0.4273913771639902,0.00011182770712865831,0.0023084068131012134,2,0.4,0.0,0.6,0.0,0.0
1,1,0.11994880818001151,0.4438739990649506,0.14835058324516467,0.12031946388917729,0.1675071456206959,1,0.0,1.0,0.0,0.0,0.0,1,0.14,0.57,0.08,0.08,0.13,1,0.015918298167815238,0.8993149892994996,0.03911864426307524,0.006512556404225371,0.039135511865384366,1,0.0,0.8,0.0,0.0,0.2
2,2,0.3589782413709253,0.05882269027038733,0.42350196084372155,0.08144121793651199,0.07725588957845375,2,0.0,0.0,1.0,0.0,0.0,0,0.38,0.03,0.34,0.17,0.08,0,0.4796230666840769,0.0028338841684383666,0.5083778343929122,0.0017995091605251736,0.007365705594047147,0,0.6,0.0,0.4,0.0,0.0
4,1,0.11168282220287205,0.3161282244498533,0.1390342659698022,0.13818148970525887,0.2949731976722135,4,0.0,0.0,0.0,0.0,1.0,1,0.07,0.47,0.04,0.12,0.3,1,0.0174897213545518,0.4836453306460149,0.06755940763605094,0.01606139302404313,0.4152441473393391,1,0.0,0.8,0.0,0.0,0.2
2,0,0.6163498284033326,0.06716230260182998,0.1696318629482193,0.04363883694261032,0.10321716910400765,2,0.0,0.0,1.0,0.0,0.0,0,0.64,0.04,0.25,0.03,0.04,0,0.8163030526017255,0.0052140705491429675,0.16934076594275319,0.00021213074135346222,0.008929980165024751,0,0.4,0.0,0.4,0.0,0.2
0,2,0.22814018623562557,0.23051655972700802,0.26186659076783153,0.11808962400997448,0.1613870392595603,0,1.0,0.0,0.0,0.0,0.0,0,0.33,0.27,0.27,0.03,0.1,2,0.3329374707154825,0.17906677804323662,0.38736915182359377,0.012977543876506415,0.087649055541181,2,0.2,0.0,0.8,0.0,0.0
1,1,0.14976435107788272,0.30717787479124375,0.1923750987442605,0.09347191715929465,0.2572107582273183,1,0.0,1.0,0.0,0.0,0.0,1,0.18,0.48,0.11,0.04,0.19,1,0.04635824834648256,0.4991168793432,0.1829722332134668,0.008257981034849763,0.26329465806200086,1,0.0,0.4,0.4,0.0,0.2
0,0,0.4173770897169958,0.06908803153874452,0.2889611885520159,0.06166334281672996,0.16291034737551371,0,1.0,0.0,0.0,0.0,0.0,0,0.57,0.04,0.29,0.02,0.08,0,0.5955730718335513,0.004541057242038659,0.3588327568123704,0.0007221263756832592,0.04033098773635649,2,0.2,0.0,0.4,0.0,0.4
1,1,0.0389308001137749,0.5295907025727375,0.12076731954899035,0.06752705261448547,0.24318412515001167,1,0.0,1.0,0.0,0.0,0.0,1,0.06,0.48,0.12,0.02,0.32,1,0.0011555520689634077,0.8974239314570115,0.01954915607661791,0.0006754223063143226,0.08119593809109323,1,0.0,0.6,0.2,0.0,0.2
2,0,0.4848338444239044,0.04168716378431989,0.361004549064157,0.0527032824361732,0.05977116029144527,0,1.0,0.0,0.0,0.0,0.0,0,0.5,0.03,0.36,0.03,0.08,0,0.6581998232218507,0.0007834229612423807,0.33777858152087215,0.0004303567047661979,0.0028078155912683537,0,0.6,0.0,0.4,0.0,0.0
1,1,0.06338289382793895,0.7208020404650589,0.08512364304796087,0.0475098934161671,0.08318152924287414,1,0.0,1.0,0.0,0.0,0.0,1,0.16,0.56,0.12,0.03,0.13,1,0.0007518579067722327,0.9928948395038713,0.0048737347549421195,5.4065087596239634e-05,0.0014255027468183627,1,0.0,1.0,0.0,0.0,0.0
3,3,0.10485954067064189,0.11813345947443815,0.13335527759530083,0.46333638905876867,0.18031533320085058,3,0.0,0.0,0.0,1.0,0.0,3,0.02,0.1,0.08,0.65,0.15,3,0.011722747734783929,0.01615108342176622,0.02409963400437158,0.892133252315843,0.05589328252323543,3,0.0,0.0,0.0,1.0,0.0
2,4,0.15382715084299314,0.2205274641755779,0.15750909850478267,0.19646104388918853,0.27167524258745784,4,0.0,0.0,0.0,0.0,1.0,0,0.25,0.25,0.19,0.07,0.24,4,0.06073193064662753,0.15320094475276547,0.12554578924750762,0.10156746502126524,0.5589538703318342,4,0.0,0.0,0.2,0.0,0.8
0,0,0.3522966493272751,0.10789385283487239,0.2547177535795104,0.10937460846296095,0.17571713579538112,0,1.0,0.0,0.0,0.0,0.0,0,0.51,0.06,0.28,0.0,0.15,0,0.553039690806285,0.017536161034320583,0.36170177581589524,0.008248114236976712,0.059474258106522536,0,0.6,0.0,0.4,0.0,0.0
1,1,0.141602716415256,0.3087943607297103,0.2647416665194916,0.1288462604710998,0.15601499586444229,1,0.0,1.0,0.0,0.0,0.0,1,0.09,0.37,0.31,0.08,0.15,2,0.07537854861110106,0.3538517675059535,0.47287324033090977,0.020451605189752396,0.07744483836228341,1,0.0,0.8,0.2,0.0,0.0
0,0,0.3937128199076235,0.10388950181275994,0.34761404740999874,0.05191617485894571,0.1028674560106719,0,1.0,0.0,0.0,0.0,0.0,0,0.41,0.14,0.38,0.01,0.06,0,0.49603223117395207,0.007073501017505394,0.4863572082663545,0.00018926120944340376,0.010347798332744542,0,0.8,0.0,0.0,0.0,0.2
4,4,0.21060911233034083,0.16702248081523102,0.18565919604781808,0.10817706203576469,0.3285321487708453,4,0.0,0.0,0.0,0.0,1.0,4,0.27,0.17,0.19,0.09,0.28,4,0.1727234443680412,0.0638388047506432,0.2028182627191849,0.006975574826026585,0.5536439133361041,2,0.2,0.2,0.4,0.0,0.2
3,3,0.06066738311345702,0.06517215836830718,0.045567449019334384,0.7637701301484232,0.06482287935047805,3,0.0,0.0,0.0,1.0,0.0,3,0.08,0.09,0.08,0.64,0.11,3,8.236503209301244e-08,9.176407253439932e-08,6.259611113111159e-08,0.9999068117842415,9.2951490542692e-05,3,0.0,0.0,0.0,1.0,0.0
